figure	function	call	n	run	seconds	bytes
io	write_table (csv, hoa)	write.csv(df, f, row.names = FALSE)	100000	6	0.114700078964233	156132.799999997
io	write_table (tsv, hoa)	write.table(df, f, sep = "\t")	100000	0	0.116671800613403	151036.799999997
io	write_table (tsv, hoa)	write.table(df, f, sep = "\t")	100000	1	0.113931655883789	151036.799999997
io	write_table (tsv, hoa)	write.table(df, f, sep = "\t")	100000	2	0.11616587638855	151036.799999997
io	write_table (tsv, hoa)	write.table(df, f, sep = "\t")	100000	3	0.116062641143799	151036.799999997
io	write_table (tsv, hoa)	write.table(df, f, sep = "\t")	100000	4	0.115999460220337	151036.799999997
io	write_table (tsv, hoa)	write.table(df, f, sep = "\t")	100000	5	0.116175413131714	151036.799999997
io	write_table (tsv, hoa)	write.table(df, f, sep = "\t")	100000	6	0.112942934036255	151036.799999997
io	write_table (csv, aoa)	write.csv(df, f, row.names = FALSE)	100000	0	0.114288091659546	251630.400000006
io	write_table (csv, aoa)	write.csv(df, f, row.names = FALSE)	100000	1	0.113442420959473	251630.400000006
io	write_table (csv, aoa)	write.csv(df, f, row.names = FALSE)	100000	2	0.116380929946899	251630.400000006
io	write_table (csv, aoa)	write.csv(df, f, row.names = FALSE)	100000	3	0.116840839385986	251630.400000006
io	write_table (csv, aoa)	write.csv(df, f, row.names = FALSE)	100000	4	0.113352298736572	251630.400000006
io	write_table (csv, aoa)	write.csv(df, f, row.names = FALSE)	100000	5	0.116460084915161	251630.400000006
io	write_table (csv, aoa)	write.csv(df, f, row.names = FALSE)	100000	6	0.116289854049683	251630.400000006
io	write_table (csv, row.names)	write.csv(df, f, row.names = TRUE)	100000	0	0.132949829101562	7377683.2
io	write_table (csv, row.names)	write.csv(df, f, row.names = TRUE)	100000	1	0.133376598358154	7377683.2
io	write_table (csv, row.names)	write.csv(df, f, row.names = TRUE)	100000	2	0.131091833114624	7377683.2
io	write_table (csv, row.names)	write.csv(df, f, row.names = TRUE)	100000	3	0.133737087249756	7377683.2
io	write_table (csv, row.names)	write.csv(df, f, row.names = TRUE)	100000	4	0.136113166809082	7377683.2
io	write_table (csv, row.names)	write.csv(df, f, row.names = TRUE)	100000	5	0.1341552734375	7377683.2
io	write_table (csv, row.names)	write.csv(df, f, row.names = TRUE)	100000	6	0.13331413269043	7377683.2
io	read_table (xlsx)	readxl::read_excel(mix.xlsx)	100000	0	0.178236484527588	67562513.6
io	read_table (xlsx)	readxl::read_excel(mix.xlsx)	100000	1	0.178885221481323	67562513.6
io	read_table (xlsx)	readxl::read_excel(mix.xlsx)	100000	2	0.175976276397705	67562513.6
io	read_table (xlsx)	readxl::read_excel(mix.xlsx)	100000	3	0.180811882019043	67562513.6
io	read_table (xlsx)	readxl::read_excel(mix.xlsx)	100000	4	0.181302547454834	67562513.6
io	read_table (xlsx)	readxl::read_excel(mix.xlsx)	100000	5	0.176670074462891	67562513.6
io	read_table (xlsx)	readxl::read_excel(mix.xlsx)	100000	6	0.175908088684082	67562513.6
io	read_table (csv, numeric)	read.csv(num.csv)	300000	0	0.646850109100342	132815179.2
io	read_table (csv, numeric)	read.csv(num.csv)	300000	1	0.71003532409668	132815179.2
io	read_table (csv, numeric)	read.csv(num.csv)	300000	2	0.852280139923096	132815179.2
io	read_table (csv, numeric)	read.csv(num.csv)	300000	3	0.768192291259766	132815179.2
io	read_table (csv, numeric)	read.csv(num.csv)	300000	4	0.805990695953369	132815179.2
io	read_table (csv, numeric)	read.csv(num.csv)	300000	5	0.624273777008057	132815179.2
io	read_table (csv, numeric)	read.csv(num.csv)	300000	6	0.82254958152771	132815179.2
io	read_table (csv, mixed)	read.csv(mix.csv)	300000	0	0.305588483810425	124946595.2
io	read_table (csv, mixed)	read.csv(mix.csv)	300000	1	0.409117937088013	124946595.2
io	read_table (csv, mixed)	read.csv(mix.csv)	300000	2	0.3478844165802	124946595.2
io	read_table (csv, mixed)	read.csv(mix.csv)	300000	3	0.497390747070312	124946595.2
io	read_table (csv, mixed)	read.csv(mix.csv)	300000	4	0.375764608383179	124946595.2
io	read_table (csv, mixed)	read.csv(mix.csv)	300000	5	0.371651172637939	124946595.2
io	read_table (csv, mixed)	read.csv(mix.csv)	300000	6	0.410338163375854	124946595.2
io	read_table (tsv, mixed)	read.delim(mix.tsv)	300000	0	0.293715715408325	124942331.2
io	read_table (tsv, mixed)	read.delim(mix.tsv)	300000	1	0.405155420303345	124942331.2
io	read_table (tsv, mixed)	read.delim(mix.tsv)	300000	2	0.342930555343628	124942331.2
io	read_table (tsv, mixed)	read.delim(mix.tsv)	300000	3	0.502834796905518	124942331.2
io	read_table (tsv, mixed)	read.delim(mix.tsv)	300000	4	0.377950429916382	124942331.2
io	read_table (tsv, mixed)	read.delim(mix.tsv)	300000	5	0.377511024475098	124942331.2
io	read_table (tsv, mixed)	read.delim(mix.tsv)	300000	6	0.416411399841309	124942331.2
io	read_table (csv, hoa)	read.csv(mix.csv)	300000	0	0.307976484298706	124938067.2
io	read_table (csv, hoa)	read.csv(mix.csv)	300000	1	0.408189535140991	124938067.2
io	read_table (csv, hoa)	read.csv(mix.csv)	300000	2	0.439941883087158	124938067.2
io	read_table (csv, hoa)	read.csv(mix.csv)	300000	3	0.335227966308594	124938067.2
io	read_table (csv, hoa)	read.csv(mix.csv)	300000	4	0.517054319381714	124938067.2
io	read_table (csv, hoa)	read.csv(mix.csv)	300000	5	0.338916301727295	124938067.2
io	read_table (csv, hoa)	read.csv(mix.csv)	300000	6	0.383614778518677	124938067.2
io	write_table (csv, hoa)	write.csv(df, f, row.names = FALSE)	300000	0	0.346967458724976	257492.800000004
io	write_table (csv, hoa)	write.csv(df, f, row.names = FALSE)	300000	1	0.341575384140015	257492.800000004
io	write_table (csv, hoa)	write.csv(df, f, row.names = FALSE)	300000	2	0.344215631484985	257492.800000004
io	write_table (csv, hoa)	write.csv(df, f, row.names = FALSE)	300000	3	0.346104860305786	257492.800000004
io	write_table (csv, hoa)	write.csv(df, f, row.names = FALSE)	300000	4	0.346378087997437	257492.800000004
io	write_table (csv, hoa)	write.csv(df, f, row.names = FALSE)	300000	5	0.346355676651001	257492.800000004
io	write_table (csv, hoa)	write.csv(df, f, row.names = FALSE)	300000	6	0.346695899963379	257492.800000004
io	write_table (tsv, hoa)	write.table(df, f, sep = "\t")	300000	0	0.343945026397705	252188.800000004
io	write_table (tsv, hoa)	write.table(df, f, sep = "\t")	300000	1	0.344056606292725	252188.800000004
io	write_table (tsv, hoa)	write.table(df, f, sep = "\t")	300000	2	0.342774629592896	252188.800000004
io	write_table (tsv, hoa)	write.table(df, f, sep = "\t")	300000	3	0.345032453536987	252188.800000004
io	write_table (tsv, hoa)	write.table(df, f, sep = "\t")	300000	4	0.33875584602356	252188.800000004
io	write_table (tsv, hoa)	write.table(df, f, sep = "\t")	300000	5	0.369068384170532	252188.800000004
io	write_table (tsv, hoa)	write.table(df, f, sep = "\t")	300000	6	0.351290702819824	252188.800000004
io	write_table (csv, aoa)	write.csv(df, f, row.names = FALSE)	300000	0	0.342503070831299	247924.800000004
io	write_table (csv, aoa)	write.csv(df, f, row.names = FALSE)	300000	1	0.347030639648438	247924.800000004
io	write_table (csv, aoa)	write.csv(df, f, row.names = FALSE)	300000	2	0.345342636108398	247924.800000004
io	write_table (csv, aoa)	write.csv(df, f, row.names = FALSE)	300000	3	0.345921993255615	247924.800000004
io	write_table (csv, aoa)	write.csv(df, f, row.names = FALSE)	300000	4	0.344024896621704	247924.800000004
io	write_table (csv, aoa)	write.csv(df, f, row.names = FALSE)	300000	5	0.345687627792358	247924.800000004
io	write_table (csv, aoa)	write.csv(df, f, row.names = FALSE)	300000	6	0.345104932785034	247924.800000004
io	write_table (csv, row.names)	write.csv(df, f, row.names = TRUE)	300000	0	0.398817539215088	21739468.8
io	write_table (csv, row.names)	write.csv(df, f, row.names = TRUE)	300000	1	0.395946979522705	21739468.8
io	write_table (csv, row.names)	write.csv(df, f, row.names = TRUE)	300000	2	0.394391536712646	21739468.8
io	write_table (csv, row.names)	write.csv(df, f, row.names = TRUE)	300000	3	0.396105527877808	21739468.8
io	write_table (csv, row.names)	write.csv(df, f, row.names = TRUE)	300000	4	0.399715423583984	21739468.8
io	write_table (csv, row.names)	write.csv(df, f, row.names = TRUE)	300000	5	0.39599609375	21739468.8
io	write_table (csv, row.names)	write.csv(df, f, row.names = TRUE)	300000	6	0.399872541427612	21739468.8
io	read_table (xlsx)	readxl::read_excel(mix.xlsx)	300000	0	0.583832740783691	156267873.6
io	read_table (xlsx)	readxl::read_excel(mix.xlsx)	300000	1	0.554623603820801	156267873.6
io	read_table (xlsx)	readxl::read_excel(mix.xlsx)	300000	2	0.553296327590942	156267873.6
io	read_table (xlsx)	readxl::read_excel(mix.xlsx)	300000	3	0.611692190170288	156267873.6
io	read_table (xlsx)	readxl::read_excel(mix.xlsx)	300000	4	0.602242708206177	156267873.6
io	read_table (xlsx)	readxl::read_excel(mix.xlsx)	300000	5	0.601480007171631	156267873.6
io	read_table (xlsx)	readxl::read_excel(mix.xlsx)	300000	6	0.58483362197876	156267873.6
frame	filter	df[df$x > 0, ]	1000	0	8.54730606079102e-05	209233.600000001
frame	filter	df[df$x > 0, ]	1000	1	6.04391098022461e-05	209233.600000001
frame	filter	df[df$x > 0, ]	1000	2	6.28232955932617e-05	209233.600000001
frame	filter	df[df$x > 0, ]	1000	3	5.340576171875e-05	209233.600000001
frame	filter	df[df$x > 0, ]	1000	4	5.13792037963867e-05	209233.600000001
frame	filter	df[df$x > 0, ]	1000	5	5.12599945068359e-05	209233.600000001
frame	filter	df[df$x > 0, ]	1000	6	5.38825988769531e-05	209233.600000001
frame	select_cols	df[, c("x", "cat1")]	1000	0	3.20672988891602e-05	99152
frame	select_cols	df[, c("x", "cat1")]	1000	1	1.45435333251953e-05	99152
frame	select_cols	df[, c("x", "cat1")]	1000	2	1.16825103759766e-05	99152
frame	select_cols	df[, c("x", "cat1")]	1000	3	1.0371208190918e-05	99152
frame	select_cols	df[, c("x", "cat1")]	1000	4	9.77516174316406e-06	99152
frame	select_cols	df[, c("x", "cat1")]	1000	5	1.08480453491211e-05	99152
frame	select_cols	df[, c("x", "cat1")]	1000	6	9.65595245361328e-06	99152
frame	group_by + mean	group_by(cat1) %>% summarise(mean(x))	1000	0	0.00252866744995117	1252576.00000001
frame	group_by + mean	group_by(cat1) %>% summarise(mean(x))	1000	1	0.00197744369506836	1252576.00000001
frame	group_by + mean	group_by(cat1) %>% summarise(mean(x))	1000	2	0.0019843578338623	1252576.00000001
frame	group_by + mean	group_by(cat1) %>% summarise(mean(x))	1000	3	0.00184345245361328	1252576.00000001
frame	group_by + mean	group_by(cat1) %>% summarise(mean(x))	1000	4	0.00174331665039062	1252576.00000001
frame	group_by + mean	group_by(cat1) %>% summarise(mean(x))	1000	5	0.00206089019775391	1252576.00000001
frame	group_by + mean	group_by(cat1) %>% summarise(mean(x))	1000	6	0.00180959701538086	1252576.00000001
frame	merge	merge(df_id, df_id, by = "id")	1000	0	0.000667929649353027	715771.200000003
frame	merge	merge(df_id, df_id, by = "id")	1000	1	0.000650167465209961	715771.200000003
frame	merge	merge(df_id, df_id, by = "id")	1000	2	0.000530123710632324	715771.200000003
frame	merge	merge(df_id, df_id, by = "id")	1000	3	0.000538110733032227	715771.200000003
frame	merge	merge(df_id, df_id, by = "id")	1000	4	0.000511288642883301	715771.200000003
frame	merge	merge(df_id, df_id, by = "id")	1000	5	0.000522017478942871	715771.200000003
frame	merge	merge(df_id, df_id, by = "id")	1000	6	0.000495076179504395	715771.200000003
frame	value_counts	table(df$cat1)	1000	0	0.000137686729431152	165804.800000004
frame	value_counts	table(df$cat1)	1000	1	9.8109245300293e-05	165804.800000004
frame	value_counts	table(df$cat1)	1000	2	8.70227813720703e-05	165804.800000004
frame	value_counts	table(df$cat1)	1000	3	8.03470611572266e-05	165804.800000004
frame	value_counts	table(df$cat1)	1000	4	7.49826431274414e-05	165804.800000004
frame	value_counts	table(df$cat1)	1000	5	8.70227813720703e-05	165804.800000004
frame	value_counts	table(df$cat1)	1000	6	7.83205032348633e-05	165804.800000004
frame	drop_duplicates	unique(df)	1000	0	0.00123238563537598	2127787.2
frame	drop_duplicates	unique(df)	1000	1	0.00114870071411133	2127787.2
frame	drop_duplicates	unique(df)	1000	2	0.00108671188354492	2127787.2
frame	drop_duplicates	unique(df)	1000	3	0.00105094909667969	2127787.2
frame	drop_duplicates	unique(df)	1000	4	0.00105571746826172	2127787.2
frame	drop_duplicates	unique(df)	1000	5	0.00101661682128906	2127787.2
frame	drop_duplicates	unique(df)	1000	6	0.00107288360595703	2127787.2
frame	transpose	t(m)	1000	0	1.75237655639648e-05	128156.800000004
frame	transpose	t(m)	1000	1	1.02519989013672e-05	128156.800000004
frame	transpose	t(m)	1000	2	7.62939453125e-06	128156.800000004
frame	transpose	t(m)	1000	3	7.86781311035156e-06	128156.800000004
frame	transpose	t(m)	1000	4	7.62939453125e-06	128156.800000004
frame	transpose	t(m)	1000	5	8.46385955810547e-06	128156.800000004
frame	transpose	t(m)	1000	6	6.91413879394531e-06	128156.800000004
frame	filter	df[df$x > 0, ]	3000	0	8.86690048944382e-05	317913.600000009
frame	filter	df[df$x > 0, ]	3000	1	8.26517740885417e-05	317913.600000009
frame	filter	df[df$x > 0, ]	3000	2	9.17003268287295e-05	317913.600000009
frame	filter	df[df$x > 0, ]	3000	3	7.49883197602772e-05	317913.600000009
frame	filter	df[df$x > 0, ]	3000	4	7.34556288946243e-05	317913.600000009
frame	filter	df[df$x > 0, ]	3000	5	7.30469113304502e-05	317913.600000009
frame	filter	df[df$x > 0, ]	3000	6	7.21954164050874e-05	317913.600000009
frame	select_cols	df[, c("x", "cat1")]	3000	0	7.53097755964412e-06	103934.400000006
frame	select_cols	df[, c("x", "cat1")]	3000	1	7.34246054361033e-06	103934.400000006
frame	select_cols	df[, c("x", "cat1")]	3000	2	6.96819882060206e-06	103934.400000006
frame	select_cols	df[, c("x", "cat1")]	3000	3	6.7575033320937e-06	103934.400000006
frame	select_cols	df[, c("x", "cat1")]	3000	4	6.89473263053007e-06	103934.400000006
frame	select_cols	df[, c("x", "cat1")]	3000	5	6.89057416694109e-06	103934.400000006
frame	select_cols	df[, c("x", "cat1")]	3000	6	6.90027724864871e-06	103934.400000006
frame	group_by + mean	group_by(cat1) %>% summarise(mean(x))	3000	0	0.00223827362060547	1253104
frame	group_by + mean	group_by(cat1) %>% summarise(mean(x))	3000	1	0.00178372859954834	1253104
frame	group_by + mean	group_by(cat1) %>% summarise(mean(x))	3000	2	0.00169634819030762	1253104
frame	group_by + mean	group_by(cat1) %>% summarise(mean(x))	3000	3	0.00173163414001465	1253104
frame	group_by + mean	group_by(cat1) %>% summarise(mean(x))	3000	4	0.00164353847503662	1253104
frame	group_by + mean	group_by(cat1) %>% summarise(mean(x))	3000	5	0.00164520740509033	1253104
frame	group_by + mean	group_by(cat1) %>% summarise(mean(x))	3000	6	0.00201082229614258	1253104
frame	merge	merge(df_id, df_id, by = "id")	3000	0	0.0012974739074707	1563412.8
frame	merge	merge(df_id, df_id, by = "id")	3000	1	0.00114285945892334	1563412.8
frame	merge	merge(df_id, df_id, by = "id")	3000	2	0.0010913610458374	1563412.8
frame	merge	merge(df_id, df_id, by = "id")	3000	3	0.00106549263000488	1563412.8
frame	merge	merge(df_id, df_id, by = "id")	3000	4	0.00106179714202881	1563412.8
frame	merge	merge(df_id, df_id, by = "id")	3000	5	0.0010303258895874	1563412.8
frame	merge	merge(df_id, df_id, by = "id")	3000	6	0.00103509426116943	1563412.8
frame	value_counts	table(df$cat1)	3000	0	0.000145355860392253	405715.200000003
frame	value_counts	table(df$cat1)	3000	1	0.000128348668416341	405715.200000003
frame	value_counts	table(df$cat1)	3000	2	0.000121132532755534	405715.200000003
frame	value_counts	table(df$cat1)	3000	3	0.000117111206054687	405715.200000003
frame	value_counts	table(df$cat1)	3000	4	0.00011286735534668	405715.200000003
frame	value_counts	table(df$cat1)	3000	5	0.000120719273885091	405715.200000003
frame	value_counts	table(df$cat1)	3000	6	0.000113169352213542	405715.200000003
frame	drop_duplicates	unique(df)	3000	0	0.00331759452819824	6063761.60000001
frame	drop_duplicates	unique(df)	3000	1	0.00296330451965332	6063761.60000001
frame	drop_duplicates	unique(df)	3000	2	0.00293231010437012	6063761.60000001
frame	drop_duplicates	unique(df)	3000	3	0.00326895713806152	6063761.60000001
frame	drop_duplicates	unique(df)	3000	4	0.00317811965942383	6063761.60000001
frame	drop_duplicates	unique(df)	3000	5	0.00307202339172363	6063761.60000001
frame	drop_duplicates	unique(df)	3000	6	0.00307345390319824	6063761.60000001
frame	transpose	t(m)	3000	0	1.38140436428696e-05	187472
frame	transpose	t(m)	3000	1	1.32660367595616e-05	187472
frame	transpose	t(m)	3000	2	1.0990384799331e-05	187472
frame	transpose	t(m)	3000	3	1.05651456918289e-05	187472
frame	transpose	t(m)	3000	4	1.05687041780842e-05	187472
frame	transpose	t(m)	3000	5	1.0522443856766e-05	187472
frame	transpose	t(m)	3000	6	1.04993136961069e-05	187472
frame	filter	df[df$x > 0, ]	10000	0	0.000379006067911784	811720
frame	filter	df[df$x > 0, ]	10000	1	0.000358343124389648	811720
frame	filter	df[df$x > 0, ]	10000	2	0.000351508458455404	811720
frame	filter	df[df$x > 0, ]	10000	3	0.000362952550252279	811720
frame	filter	df[df$x > 0, ]	10000	4	0.000326871871948242	811720
frame	filter	df[df$x > 0, ]	10000	5	0.000340859095255534	811720
frame	filter	df[df$x > 0, ]	10000	6	0.000324646631876628	811720
frame	select_cols	df[, c("x", "cat1")]	10000	0	8.00689061482747e-06	73452.8000000045
frame	select_cols	df[, c("x", "cat1")]	10000	1	8.15138672337388e-06	73452.8000000045
frame	select_cols	df[, c("x", "cat1")]	10000	2	7.46503020777847e-06	73452.8000000045
frame	select_cols	df[, c("x", "cat1")]	10000	3	7.17423178932883e-06	73452.8000000045
frame	select_cols	df[, c("x", "cat1")]	10000	4	7.18868140018348e-06	73452.8000000045
frame	select_cols	df[, c("x", "cat1")]	10000	5	6.94484421701142e-06	73452.8000000045
frame	select_cols	df[, c("x", "cat1")]	10000	6	6.87801476680871e-06	73452.8000000045
frame	group_by + mean	group_by(cat1) %>% summarise(mean(x))	10000	0	0.00217711925506592	1536683.2
frame	group_by + mean	group_by(cat1) %>% summarise(mean(x))	10000	1	0.00179147720336914	1536683.2
frame	group_by + mean	group_by(cat1) %>% summarise(mean(x))	10000	2	0.0018150806427002	1536683.2
frame	group_by + mean	group_by(cat1) %>% summarise(mean(x))	10000	3	0.00186252593994141	1536683.2
frame	group_by + mean	group_by(cat1) %>% summarise(mean(x))	10000	4	0.00176739692687988	1536683.2
frame	group_by + mean	group_by(cat1) %>% summarise(mean(x))	10000	5	0.00179052352905273	1536683.2
frame	group_by + mean	group_by(cat1) %>% summarise(mean(x))	10000	6	0.00185751914978027	1536683.2
frame	merge	merge(df_id, df_id, by = "id")	10000	0	0.00423502922058105	4468432
frame	merge	merge(df_id, df_id, by = "id")	10000	1	0.00359678268432617	4468432
frame	merge	merge(df_id, df_id, by = "id")	10000	2	0.0035252571105957	4468432
frame	merge	merge(df_id, df_id, by = "id")	10000	3	0.00349807739257812	4468432
frame	merge	merge(df_id, df_id, by = "id")	10000	4	0.00340127944946289	4468432
frame	merge	merge(df_id, df_id, by = "id")	10000	5	0.00345373153686523	4468432
frame	merge	merge(df_id, df_id, by = "id")	10000	6	0.00349593162536621	4468432
frame	value_counts	table(df$cat1)	10000	0	0.00039060910542806	794152
frame	value_counts	table(df$cat1)	10000	1	0.000342806180318197	794152
frame	value_counts	table(df$cat1)	10000	2	0.000337839126586914	794152
frame	value_counts	table(df$cat1)	10000	3	0.000328222910563151	794152
frame	value_counts	table(df$cat1)	10000	4	0.00036156177520752	794152
frame	value_counts	table(df$cat1)	10000	5	0.000328262646993001	794152
frame	value_counts	table(df$cat1)	10000	6	0.000301520029703776	794152
frame	drop_duplicates	unique(df)	10000	0	0.0105366706848145	19873971.2
frame	drop_duplicates	unique(df)	10000	1	0.0105385780334473	19873971.2
frame	drop_duplicates	unique(df)	10000	2	0.0106539726257324	19873971.2
frame	drop_duplicates	unique(df)	10000	3	0.0104565620422363	19873971.2
frame	drop_duplicates	unique(df)	10000	4	0.0138838291168213	19873971.2
frame	drop_duplicates	unique(df)	10000	5	0.00919413566589355	19873971.2
frame	drop_duplicates	unique(df)	10000	6	0.00919508934020996	19873971.2
frame	transpose	t(m)	10000	0	3.95354102639591e-05	261336
frame	transpose	t(m)	10000	1	3.73382194369447e-05	261336
frame	transpose	t(m)	10000	2	3.54215210559321e-05	261336
frame	transpose	t(m)	10000	3	3.46969155704274e-05	261336
frame	transpose	t(m)	10000	4	3.94138635373583e-05	261336
frame	transpose	t(m)	10000	5	0.000117666581097771	261336
frame	transpose	t(m)	10000	6	3.19340649773093e-05	261336
frame	filter	df[df$x > 0, ]	30000	0	0.00158894062042236	2097878.40000001
frame	filter	df[df$x > 0, ]	30000	1	0.00145876407623291	2097878.40000001
frame	filter	df[df$x > 0, ]	30000	2	0.00135648250579834	2097878.40000001
frame	filter	df[df$x > 0, ]	30000	3	0.00131654739379883	2097878.40000001
frame	filter	df[df$x > 0, ]	30000	4	0.00129640102386475	2097878.40000001
frame	filter	df[df$x > 0, ]	30000	5	0.0013505220413208	2097878.40000001
frame	filter	df[df$x > 0, ]	30000	6	0.0013045072555542	2097878.40000001
frame	select_cols	df[, c("x", "cat1")]	30000	0	8.20415360586984e-06	206177.600000009
frame	select_cols	df[, c("x", "cat1")]	30000	1	7.40800585065569e-06	206177.600000009
frame	select_cols	df[, c("x", "cat1")]	30000	2	7.48605955214728e-06	206177.600000009
frame	select_cols	df[, c("x", "cat1")]	30000	3	7.11707841782343e-06	206177.600000009
frame	select_cols	df[, c("x", "cat1")]	30000	4	6.83608509245373e-06	206177.600000009
frame	select_cols	df[, c("x", "cat1")]	30000	5	7.09153357006255e-06	206177.600000009
frame	select_cols	df[, c("x", "cat1")]	30000	6	7.31717972528367e-06	206177.600000009
frame	group_by + mean	group_by(cat1) %>% summarise(mean(x))	30000	0	0.00324797630310059	2403923.2
frame	group_by + mean	group_by(cat1) %>% summarise(mean(x))	30000	1	0.00281572341918945	2403923.2
frame	group_by + mean	group_by(cat1) %>% summarise(mean(x))	30000	2	0.0022273063659668	2403923.2
frame	group_by + mean	group_by(cat1) %>% summarise(mean(x))	30000	3	0.00199031829833984	2403923.2
frame	group_by + mean	group_by(cat1) %>% summarise(mean(x))	30000	4	0.00202727317810059	2403923.2
frame	group_by + mean	group_by(cat1) %>% summarise(mean(x))	30000	5	0.00197696685791016	2403923.2
frame	group_by + mean	group_by(cat1) %>% summarise(mean(x))	30000	6	0.00201582908630371	2403923.2
frame	merge	merge(df_id, df_id, by = "id")	30000	0	0.0150587558746338	12046558.4
frame	merge	merge(df_id, df_id, by = "id")	30000	1	0.0134439468383789	12046558.4
frame	merge	merge(df_id, df_id, by = "id")	30000	2	0.01348876953125	12046558.4
frame	merge	merge(df_id, df_id, by = "id")	30000	3	0.0133805274963379	12046558.4
frame	merge	merge(df_id, df_id, by = "id")	30000	4	0.0139269828796387	12046558.4
frame	merge	merge(df_id, df_id, by = "id")	30000	5	0.0135352611541748	12046558.4
frame	merge	merge(df_id, df_id, by = "id")	30000	6	0.0186254978179932	12046558.4
frame	value_counts	table(df$cat1)	30000	0	0.000997622807820638	1870571.2
frame	value_counts	table(df$cat1)	30000	1	0.000931104024251302	1870571.2
frame	value_counts	table(df$cat1)	30000	2	0.000894705454508464	1870571.2
frame	value_counts	table(df$cat1)	30000	3	0.00086665153503418	1870571.2
frame	value_counts	table(df$cat1)	30000	4	0.000851631164550781	1870571.2
frame	value_counts	table(df$cat1)	30000	5	0.000876188278198242	1870571.2
frame	value_counts	table(df$cat1)	30000	6	0.000907500584920247	1870571.2
frame	drop_duplicates	unique(df)	30000	0	0.0297050476074219	59013699.2
frame	drop_duplicates	unique(df)	30000	1	0.033987283706665	59013699.2
frame	drop_duplicates	unique(df)	30000	2	0.0371527671813965	59013699.2
frame	drop_duplicates	unique(df)	30000	3	0.0345726013183594	59013699.2
frame	drop_duplicates	unique(df)	30000	4	0.035653829574585	59013699.2
frame	drop_duplicates	unique(df)	30000	5	0.0349576473236084	59013699.2
frame	drop_duplicates	unique(df)	30000	6	0.0661544799804688	59013699.2
frame	transpose	t(m)	30000	0	0.000109885868273283	918324.800000004
frame	transpose	t(m)	30000	1	0.000107790294446443	918324.800000004
frame	transpose	t(m)	30000	2	0.000125746977956671	918324.800000004
frame	transpose	t(m)	30000	3	9.47149176346628e-05	918324.800000004
frame	transpose	t(m)	30000	4	0.00030727135507684	918324.800000004
frame	transpose	t(m)	30000	5	9.31087293122944e-05	918324.800000004
frame	transpose	t(m)	30000	6	9.26820855391653e-05	918324.800000004
frame	filter	df[df$x > 0, ]	100000	0	0.00632643699645996	6675468.80000001
frame	filter	df[df$x > 0, ]	100000	1	0.00579404830932617	6675468.80000001
frame	filter	df[df$x > 0, ]	100000	2	0.00560235977172852	6675468.80000001
frame	filter	df[df$x > 0, ]	100000	3	0.00566959381103516	6675468.80000001
frame	filter	df[df$x > 0, ]	100000	4	0.00562882423400879	6675468.80000001
frame	filter	df[df$x > 0, ]	100000	5	0.00561380386352539	6675468.80000001
frame	filter	df[df$x > 0, ]	100000	6	0.00573062896728516	6675468.80000001
frame	select_cols	df[, c("x", "cat1")]	100000	0	7.78681192642603e-06	170033.600000009
frame	select_cols	df[, c("x", "cat1")]	100000	1	7.39556092482347e-06	170033.600000009
frame	select_cols	df[, c("x", "cat1")]	100000	2	7.12963250967172e-06	170033.600000009
frame	select_cols	df[, c("x", "cat1")]	100000	3	7.13727413079677e-06	170033.600000009
frame	select_cols	df[, c("x", "cat1")]	100000	4	6.98138505984575e-06	170033.600000009
frame	select_cols	df[, c("x", "cat1")]	100000	5	6.86064744606996e-06	170033.600000009
frame	select_cols	df[, c("x", "cat1")]	100000	6	6.9584601964706e-06	170033.600000009
frame	group_by + mean	group_by(cat1) %>% summarise(mean(x))	100000	0	0.00372695922851562	5303792
frame	group_by + mean	group_by(cat1) %>% summarise(mean(x))	100000	1	0.00324296951293945	5303792
frame	group_by + mean	group_by(cat1) %>% summarise(mean(x))	100000	2	0.00291800498962402	5303792
frame	group_by + mean	group_by(cat1) %>% summarise(mean(x))	100000	3	0.00275993347167969	5303792
frame	group_by + mean	group_by(cat1) %>% summarise(mean(x))	100000	4	0.00267362594604492	5303792
frame	group_by + mean	group_by(cat1) %>% summarise(mean(x))	100000	5	0.00265407562255859	5303792
frame	group_by + mean	group_by(cat1) %>% summarise(mean(x))	100000	6	0.00261998176574707	5303792
frame	merge	merge(df_id, df_id, by = "id")	100000	0	0.0835368633270264	40217108.8
frame	merge	merge(df_id, df_id, by = "id")	100000	1	0.0885133743286133	40217108.8
frame	merge	merge(df_id, df_id, by = "id")	100000	2	0.0832145214080811	40217108.8
frame	merge	merge(df_id, df_id, by = "id")	100000	3	0.087918758392334	40217108.8
frame	merge	merge(df_id, df_id, by = "id")	100000	4	0.0866334438323975	40217108.8
frame	merge	merge(df_id, df_id, by = "id")	100000	5	0.0882723331451416	40217108.8
frame	merge	merge(df_id, df_id, by = "id")	100000	6	0.0878183841705322	40217108.8
frame	value_counts	table(df$cat1)	100000	0	0.00349712371826172	6029267.2
frame	value_counts	table(df$cat1)	100000	1	0.00310063362121582	6029267.2
frame	value_counts	table(df$cat1)	100000	2	0.00283694267272949	6029267.2
frame	value_counts	table(df$cat1)	100000	3	0.00272059440612793	6029267.2
frame	value_counts	table(df$cat1)	100000	4	0.00269198417663574	6029267.2
