figure	function	call	n	run	seconds	bytes	version
vector	sd	np.std(x, ddof=1)	100000	2	0.000090744	801280	3.14.2
vector	sd	np.std(x, ddof=1)	100000	3	0.000090927	801280	3.14.2
vector	sd	np.std(x, ddof=1)	100000	4	0.000090698	801280	3.14.2
vector	sd	np.std(x, ddof=1)	100000	5	0.000091363	801280	3.14.2
vector	sd	np.std(x, ddof=1)	100000	6	0.000093260	801280	3.14.2
vector	var	np.var(x, ddof=1)	100000	0	0.000090425	801280	3.14.2
vector	var	np.var(x, ddof=1)	100000	1	0.000089944	801280	3.14.2
vector	var	np.var(x, ddof=1)	100000	2	0.000090112	801280	3.14.2
vector	var	np.var(x, ddof=1)	100000	3	0.000090074	801280	3.14.2
vector	var	np.var(x, ddof=1)	100000	4	0.000089993	801280	3.14.2
vector	var	np.var(x, ddof=1)	100000	5	0.000090067	801280	3.14.2
vector	var	np.var(x, ddof=1)	100000	6	0.000090790	801280	3.14.2
vector	quantile	np.quantile(x, [.25,.5,.75])	100000	0	0.001423468	804384	3.14.2
vector	quantile	np.quantile(x, [.25,.5,.75])	100000	1	0.001368991	804384	3.14.2
vector	quantile	np.quantile(x, [.25,.5,.75])	100000	2	0.001339167	804384	3.14.2
vector	quantile	np.quantile(x, [.25,.5,.75])	100000	3	0.001362383	804384	3.14.2
vector	quantile	np.quantile(x, [.25,.5,.75])	100000	4	0.001360563	804384	3.14.2
vector	quantile	np.quantile(x, [.25,.5,.75])	100000	5	0.001387990	804384	3.14.2
vector	quantile	np.quantile(x, [.25,.5,.75])	100000	6	0.001370345	804384	3.14.2
vector	cor	np.corrcoef(x, y)[0, 1]	100000	0	0.000401527	2400496	3.14.2
vector	cor	np.corrcoef(x, y)[0, 1]	100000	1	0.000387258	2400496	3.14.2
vector	cor	np.corrcoef(x, y)[0, 1]	100000	2	0.000393593	2400496	3.14.2
vector	cor	np.corrcoef(x, y)[0, 1]	100000	3	0.000387374	2400496	3.14.2
vector	cor	np.corrcoef(x, y)[0, 1]	100000	4	0.000389373	2400496	3.14.2
vector	cor	np.corrcoef(x, y)[0, 1]	100000	5	0.000386375	2400496	3.14.2
vector	cor	np.corrcoef(x, y)[0, 1]	100000	6	0.000385447	2400496	3.14.2
vector	cov	np.cov(x, y)[0, 1]	100000	0	0.000407088	2400496	3.14.2
vector	cov	np.cov(x, y)[0, 1]	100000	1	0.000379677	2400496	3.14.2
vector	cov	np.cov(x, y)[0, 1]	100000	2	0.000377327	2400496	3.14.2
vector	cov	np.cov(x, y)[0, 1]	100000	3	0.000378366	2400496	3.14.2
vector	cov	np.cov(x, y)[0, 1]	100000	4	0.000377777	2400496	3.14.2
vector	cov	np.cov(x, y)[0, 1]	100000	5	0.000377708	2400496	3.14.2
vector	cov	np.cov(x, y)[0, 1]	100000	6	0.000377124	2400496	3.14.2
vector	skew	scipy.stats.skew(x)	100000	0	0.001904727	1604109	3.14.2
vector	skew	scipy.stats.skew(x)	100000	1	0.001850883	1604109	3.14.2
vector	skew	scipy.stats.skew(x)	100000	2	0.001844207	1604109	3.14.2
vector	skew	scipy.stats.skew(x)	100000	3	0.001930803	1604109	3.14.2
vector	skew	scipy.stats.skew(x)	100000	4	0.001848372	1604109	3.14.2
vector	skew	scipy.stats.skew(x)	100000	5	0.001826708	1604109	3.14.2
vector	skew	scipy.stats.skew(x)	100000	6	0.001834050	1604109	3.14.2
vector	kurtosis	scipy.stats.kurtosis(x)	100000	0	0.001882655	1604263	3.14.2
vector	kurtosis	scipy.stats.kurtosis(x)	100000	1	0.001872247	1604263	3.14.2
vector	kurtosis	scipy.stats.kurtosis(x)	100000	2	0.001842489	1604263	3.14.2
vector	kurtosis	scipy.stats.kurtosis(x)	100000	3	0.001886266	1604263	3.14.2
vector	kurtosis	scipy.stats.kurtosis(x)	100000	4	0.001872569	1604263	3.14.2
vector	kurtosis	scipy.stats.kurtosis(x)	100000	5	0.001855037	1604263	3.14.2
vector	kurtosis	scipy.stats.kurtosis(x)	100000	6	0.001829541	1604263	3.14.2
vector	sum	np.sum(x)	300000	0	0.000065478	128	3.14.2
vector	sum	np.sum(x)	300000	1	0.000065585	128	3.14.2
vector	sum	np.sum(x)	300000	2	0.000065318	128	3.14.2
vector	sum	np.sum(x)	300000	3	0.000065594	128	3.14.2
vector	sum	np.sum(x)	300000	4	0.000065363	128	3.14.2
vector	sum	np.sum(x)	300000	5	0.000065323	128	3.14.2
vector	sum	np.sum(x)	300000	6	0.000067263	128	3.14.2
vector	min	np.min(x)	300000	0	0.000055786	128	3.14.2
vector	min	np.min(x)	300000	1	0.000051761	128	3.14.2
vector	min	np.min(x)	300000	2	0.000050041	128	3.14.2
vector	min	np.min(x)	300000	3	0.000050023	128	3.14.2
vector	min	np.min(x)	300000	4	0.000050055	128	3.14.2
vector	min	np.min(x)	300000	5	0.000050152	128	3.14.2
vector	min	np.min(x)	300000	6	0.000050454	128	3.14.2
vector	max	np.max(x)	300000	0	0.000056057	128	3.14.2
vector	max	np.max(x)	300000	1	0.000054092	128	3.14.2
vector	max	np.max(x)	300000	2	0.000050344	128	3.14.2
vector	max	np.max(x)	300000	3	0.000050091	128	3.14.2
vector	max	np.max(x)	300000	4	0.000050199	128	3.14.2
vector	max	np.max(x)	300000	5	0.000050038	128	3.14.2
vector	max	np.max(x)	300000	6	0.000050188	128	3.14.2
vector	mean	np.mean(x)	300000	0	0.000067106	152	3.14.2
vector	mean	np.mean(x)	300000	1	0.000068619	152	3.14.2
vector	mean	np.mean(x)	300000	2	0.000071394	152	3.14.2
vector	mean	np.mean(x)	300000	3	0.000067127	152	3.14.2
vector	mean	np.mean(x)	300000	4	0.000067296	152	3.14.2
vector	mean	np.mean(x)	300000	5	0.000067082	152	3.14.2
vector	mean	np.mean(x)	300000	6	0.000066991	152	3.14.2
vector	median	np.median(x)	300000	0	0.002891796	2403272	3.14.2
vector	median	np.median(x)	300000	1	0.002849657	2403272	3.14.2
vector	median	np.median(x)	300000	2	0.002818511	2403272	3.14.2
vector	median	np.median(x)	300000	3	0.002805771	2403272	3.14.2
vector	median	np.median(x)	300000	4	0.002833872	2403272	3.14.2
vector	median	np.median(x)	300000	5	0.002849924	2403272	3.14.2
vector	median	np.median(x)	300000	6	0.002851541	2403272	3.14.2
vector	sd	np.std(x, ddof=1)	300000	0	0.000296323	2401280	3.14.2
vector	sd	np.std(x, ddof=1)	300000	1	0.000295428	2401280	3.14.2
vector	sd	np.std(x, ddof=1)	300000	2	0.000295370	2401280	3.14.2
vector	sd	np.std(x, ddof=1)	300000	3	0.000294843	2401280	3.14.2
vector	sd	np.std(x, ddof=1)	300000	4	0.000318917	2401280	3.14.2
vector	sd	np.std(x, ddof=1)	300000	5	0.000314659	2401280	3.14.2
vector	sd	np.std(x, ddof=1)	300000	6	0.000295254	2401280	3.14.2
vector	var	np.var(x, ddof=1)	300000	0	0.000295252	2401280	3.14.2
vector	var	np.var(x, ddof=1)	300000	1	0.000294794	2401280	3.14.2
vector	var	np.var(x, ddof=1)	300000	2	0.000295967	2401280	3.14.2
vector	var	np.var(x, ddof=1)	300000	3	0.000294245	2401280	3.14.2
vector	var	np.var(x, ddof=1)	300000	4	0.000295286	2401280	3.14.2
vector	var	np.var(x, ddof=1)	300000	5	0.000334106	2401280	3.14.2
vector	var	np.var(x, ddof=1)	300000	6	0.000327902	2401280	3.14.2
vector	quantile	np.quantile(x, [.25,.5,.75])	300000	0	0.004233360	2404384	3.14.2
vector	quantile	np.quantile(x, [.25,.5,.75])	300000	1	0.004194288	2404384	3.14.2
vector	quantile	np.quantile(x, [.25,.5,.75])	300000	2	0.004186880	2404384	3.14.2
vector	quantile	np.quantile(x, [.25,.5,.75])	300000	3	0.004169358	2404384	3.14.2
vector	quantile	np.quantile(x, [.25,.5,.75])	300000	4	0.004263327	2404384	3.14.2
vector	quantile	np.quantile(x, [.25,.5,.75])	300000	5	0.004155220	2404384	3.14.2
vector	quantile	np.quantile(x, [.25,.5,.75])	300000	6	0.004141296	2404384	3.14.2
vector	cor	np.corrcoef(x, y)[0, 1]	300000	0	0.001154000	7200496	3.14.2
vector	cor	np.corrcoef(x, y)[0, 1]	300000	1	0.001131475	7200496	3.14.2
vector	cor	np.corrcoef(x, y)[0, 1]	300000	2	0.001137815	7200496	3.14.2
vector	cor	np.corrcoef(x, y)[0, 1]	300000	3	0.001122239	7200496	3.14.2
vector	cor	np.corrcoef(x, y)[0, 1]	300000	4	0.001119509	7200496	3.14.2
vector	cor	np.corrcoef(x, y)[0, 1]	300000	5	0.001120132	7200496	3.14.2
vector	cor	np.corrcoef(x, y)[0, 1]	300000	6	0.001121097	7200496	3.14.2
vector	cov	np.cov(x, y)[0, 1]	300000	0	0.001115522	7200496	3.14.2
vector	cov	np.cov(x, y)[0, 1]	300000	1	0.001216195	7200496	3.14.2
vector	cov	np.cov(x, y)[0, 1]	300000	2	0.001203906	7200496	3.14.2
vector	cov	np.cov(x, y)[0, 1]	300000	3	0.001179282	7200496	3.14.2
vector	cov	np.cov(x, y)[0, 1]	300000	4	0.001120353	7200496	3.14.2
vector	cov	np.cov(x, y)[0, 1]	300000	5	0.001110418	7200496	3.14.2
vector	cov	np.cov(x, y)[0, 1]	300000	6	0.001112164	7200496	3.14.2
vector	skew	scipy.stats.skew(x)	300000	0	0.005028487	4804201	3.14.2
vector	skew	scipy.stats.skew(x)	300000	1	0.005025682	4804201	3.14.2
vector	skew	scipy.stats.skew(x)	300000	2	0.004999165	4804201	3.14.2
vector	skew	scipy.stats.skew(x)	300000	3	0.004972012	4804201	3.14.2
vector	skew	scipy.stats.skew(x)	300000	4	0.004993911	4804201	3.14.2
vector	skew	scipy.stats.skew(x)	300000	5	0.005017471	4804201	3.14.2
vector	skew	scipy.stats.skew(x)	300000	6	0.004959467	4804201	3.14.2
vector	kurtosis	scipy.stats.kurtosis(x)	300000	0	0.005043498	4804263	3.14.2
vector	kurtosis	scipy.stats.kurtosis(x)	300000	1	0.005015536	4804263	3.14.2
vector	kurtosis	scipy.stats.kurtosis(x)	300000	2	0.004980489	4804263	3.14.2
vector	kurtosis	scipy.stats.kurtosis(x)	300000	3	0.004976526	4804263	3.14.2
vector	kurtosis	scipy.stats.kurtosis(x)	300000	4	0.005015179	4804263	3.14.2
vector	kurtosis	scipy.stats.kurtosis(x)	300000	5	0.004975030	4804263	3.14.2
vector	kurtosis	scipy.stats.kurtosis(x)	300000	6	0.004993562	4804263	3.14.2
vector	sum	np.sum(x)	1000000	0	0.000205631	128	3.14.2
vector	sum	np.sum(x)	1000000	1	0.000205399	128	3.14.2
vector	sum	np.sum(x)	1000000	2	0.000204036	128	3.14.2
vector	sum	np.sum(x)	1000000	3	0.000203199	128	3.14.2
vector	sum	np.sum(x)	1000000	4	0.000203758	128	3.14.2
vector	sum	np.sum(x)	1000000	5	0.000202245	128	3.14.2
vector	sum	np.sum(x)	1000000	6	0.000201828	128	3.14.2
vector	min	np.min(x)	1000000	0	0.000171535	128	3.14.2
vector	min	np.min(x)	1000000	1	0.000169902	128	3.14.2
vector	min	np.min(x)	1000000	2	0.000163594	128	3.14.2
vector	min	np.min(x)	1000000	3	0.000158735	128	3.14.2
vector	min	np.min(x)	1000000	4	0.000159154	128	3.14.2
vector	min	np.min(x)	1000000	5	0.000158317	128	3.14.2
vector	min	np.min(x)	1000000	6	0.000158714	128	3.14.2
vector	max	np.max(x)	1000000	0	0.000158678	128	3.14.2
vector	max	np.max(x)	1000000	1	0.000164123	128	3.14.2
vector	max	np.max(x)	1000000	2	0.000172963	128	3.14.2
vector	max	np.max(x)	1000000	3	0.000167523	128	3.14.2
vector	max	np.max(x)	1000000	4	0.000159069	128	3.14.2
vector	max	np.max(x)	1000000	5	0.000159029	128	3.14.2
vector	max	np.max(x)	1000000	6	0.000158723	128	3.14.2
vector	mean	np.mean(x)	1000000	0	0.000205686	152	3.14.2
vector	mean	np.mean(x)	1000000	1	0.000204361	152	3.14.2
vector	mean	np.mean(x)	1000000	2	0.000218556	152	3.14.2
vector	mean	np.mean(x)	1000000	3	0.000205407	152	3.14.2
vector	mean	np.mean(x)	1000000	4	0.000203810	152	3.14.2
vector	mean	np.mean(x)	1000000	5	0.000204208	152	3.14.2
vector	mean	np.mean(x)	1000000	6	0.000203418	152	3.14.2
vector	median	np.median(x)	1000000	0	0.009469283	8003272	3.14.2
vector	median	np.median(x)	1000000	1	0.009430850	8003272	3.14.2
vector	median	np.median(x)	1000000	2	0.009432160	8003272	3.14.2
vector	median	np.median(x)	1000000	3	0.009498471	8003272	3.14.2
vector	median	np.median(x)	1000000	4	0.009465203	8003272	3.14.2
vector	median	np.median(x)	1000000	5	0.009485777	8003272	3.14.2
vector	median	np.median(x)	1000000	6	0.009344542	8003272	3.14.2
vector	sd	np.std(x, ddof=1)	1000000	0	0.001058443	8001280	3.14.2
vector	sd	np.std(x, ddof=1)	1000000	1	0.000974982	8001280	3.14.2
vector	sd	np.std(x, ddof=1)	1000000	2	0.000974979	8001280	3.14.2
vector	sd	np.std(x, ddof=1)	1000000	3	0.000968515	8001280	3.14.2
vector	sd	np.std(x, ddof=1)	1000000	4	0.000965545	8001280	3.14.2
vector	sd	np.std(x, ddof=1)	1000000	5	0.000979899	8001280	3.14.2
vector	sd	np.std(x, ddof=1)	1000000	6	0.001004281	8001280	3.14.2
vector	var	np.var(x, ddof=1)	1000000	0	0.000976439	8001280	3.14.2
vector	var	np.var(x, ddof=1)	1000000	1	0.000969666	8001280	3.14.2
vector	var	np.var(x, ddof=1)	1000000	2	0.000976675	8001280	3.14.2
vector	var	np.var(x, ddof=1)	1000000	3	0.000975919	8001280	3.14.2
vector	var	np.var(x, ddof=1)	1000000	4	0.001010979	8001280	3.14.2
vector	var	np.var(x, ddof=1)	1000000	5	0.001216999	8001280	3.14.2
vector	var	np.var(x, ddof=1)	1000000	6	0.000976131	8001280	3.14.2
vector	quantile	np.quantile(x, [.25,.5,.75])	1000000	0	0.015166630	8004384	3.14.2
vector	quantile	np.quantile(x, [.25,.5,.75])	1000000	1	0.015102565	8004384	3.14.2
vector	quantile	np.quantile(x, [.25,.5,.75])	1000000	2	0.015375280	8004384	3.14.2
vector	quantile	np.quantile(x, [.25,.5,.75])	1000000	3	0.015222143	8004384	3.14.2
vector	quantile	np.quantile(x, [.25,.5,.75])	1000000	4	0.015253458	8004384	3.14.2
vector	quantile	np.quantile(x, [.25,.5,.75])	1000000	5	0.015328202	8004384	3.14.2
vector	quantile	np.quantile(x, [.25,.5,.75])	1000000	6	0.015117699	8004384	3.14.2
vector	cor	np.corrcoef(x, y)[0, 1]	1000000	0	0.005075054	24000496	3.14.2
vector	cor	np.corrcoef(x, y)[0, 1]	1000000	1	0.005034382	24000496	3.14.2
vector	cor	np.corrcoef(x, y)[0, 1]	1000000	2	0.005056289	24000496	3.14.2
vector	cor	np.corrcoef(x, y)[0, 1]	1000000	3	0.005072704	24000496	3.14.2
vector	cor	np.corrcoef(x, y)[0, 1]	1000000	4	0.005215922	24000496	3.14.2
vector	cor	np.corrcoef(x, y)[0, 1]	1000000	5	0.005078705	24000496	3.14.2
vector	cor	np.corrcoef(x, y)[0, 1]	1000000	6	0.005073199	24000496	3.14.2
vector	cov	np.cov(x, y)[0, 1]	1000000	0	0.005214044	24000496	3.14.2
vector	cov	np.cov(x, y)[0, 1]	1000000	1	0.005048279	24000496	3.14.2
vector	cov	np.cov(x, y)[0, 1]	1000000	2	0.005155041	24000496	3.14.2
vector	cov	np.cov(x, y)[0, 1]	1000000	3	0.005063555	24000496	3.14.2
vector	cov	np.cov(x, y)[0, 1]	1000000	4	0.005102122	24000496	3.14.2
vector	cov	np.cov(x, y)[0, 1]	1000000	5	0.005458383	24000496	3.14.2
vector	cov	np.cov(x, y)[0, 1]	1000000	6	0.005163274	24000496	3.14.2
vector	skew	scipy.stats.skew(x)	1000000	0	0.016930511	16004201	3.14.2
vector	skew	scipy.stats.skew(x)	1000000	1	0.016672900	16004201	3.14.2
vector	skew	scipy.stats.skew(x)	1000000	2	0.016641645	16004201	3.14.2
vector	skew	scipy.stats.skew(x)	1000000	3	0.016994918	16004201	3.14.2
vector	skew	scipy.stats.skew(x)	1000000	4	0.016815340	16004201	3.14.2
vector	skew	scipy.stats.skew(x)	1000000	5	0.016508541	16004201	3.14.2
vector	skew	scipy.stats.skew(x)	1000000	6	0.016721193	16004201	3.14.2
vector	kurtosis	scipy.stats.kurtosis(x)	1000000	0	0.016644960	16004263	3.14.2
vector	kurtosis	scipy.stats.kurtosis(x)	1000000	1	0.016526958	16004263	3.14.2
vector	kurtosis	scipy.stats.kurtosis(x)	1000000	2	0.016812824	16004263	3.14.2
vector	kurtosis	scipy.stats.kurtosis(x)	1000000	3	0.016560557	16004263	3.14.2
vector	kurtosis	scipy.stats.kurtosis(x)	1000000	4	0.016473488	16004263	3.14.2
vector	kurtosis	scipy.stats.kurtosis(x)	1000000	5	0.016552690	16004263	3.14.2
vector	kurtosis	scipy.stats.kurtosis(x)	1000000	6	0.016725248	16004263	3.14.2
transform	rank	scipy.stats.rankdata(x)	1000	0	0.000085497	66684	3.14.2
transform	rank	scipy.stats.rankdata(x)	1000	1	0.000079798	66684	3.14.2
transform	rank	scipy.stats.rankdata(x)	1000	2	0.000073377	66684	3.14.2
transform	rank	scipy.stats.rankdata(x)	1000	3	0.000074009	66684	3.14.2
transform	rank	scipy.stats.rankdata(x)	1000	4	0.000073277	66684	3.14.2
transform	rank	scipy.stats.rankdata(x)	1000	5	0.000073610	66684	3.14.2
transform	rank	scipy.stats.rankdata(x)	1000	6	0.000069556	66684	3.14.2
transform	uniq	pd.unique(x)	1000	0	0.000021472	58560	3.14.2
transform	uniq	pd.unique(x)	1000	1	0.000020913	58560	3.14.2
transform	uniq	pd.unique(x)	1000	2	0.000020931	58560	3.14.2
transform	uniq	pd.unique(x)	1000	3	0.000020760	58560	3.14.2
transform	uniq	pd.unique(x)	1000	4	0.000020815	58560	3.14.2
transform	uniq	pd.unique(x)	1000	5	0.000020941	58560	3.14.2
transform	uniq	pd.unique(x)	1000	6	0.000020856	58560	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	1000	0	0.000156589	18500	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	1000	1	0.000148016	18500	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	1000	2	0.000142225	18500	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	1000	3	0.000143860	18500	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	1000	4	0.000142767	18500	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	1000	5	0.000142906	18500	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	1000	6	0.000143828	18500	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	1000	0	0.000017000	4232	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	1000	1	0.000016712	4232	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	1000	2	0.000016803	4232	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	1000	3	0.000016714	4232	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	1000	4	0.000016643	4232	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	1000	5	0.000016698	4232	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	1000	6	0.000016946	4232	3.14.2
transform	seq	np.arange(1, n + 1)	1000	0	0.000000843	8128	3.14.2
transform	seq	np.arange(1, n + 1)	1000	1	0.000000829	8128	3.14.2
transform	seq	np.arange(1, n + 1)	1000	2	0.000000826	8128	3.14.2
transform	seq	np.arange(1, n + 1)	1000	3	0.000000825	8128	3.14.2
transform	seq	np.arange(1, n + 1)	1000	4	0.000000824	8128	3.14.2
transform	seq	np.arange(1, n + 1)	1000	5	0.000000817	8128	3.14.2
transform	seq	np.arange(1, n + 1)	1000	6	0.000000826	8128	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	1000	0	0.001007851	101620	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	1000	1	0.000980748	101620	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	1000	2	0.000987817	101620	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	1000	3	0.000995848	101620	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	1000	4	0.001016215	101620	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	1000	5	0.000996897	101620	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	1000	6	0.000982157	101620	3.14.2
transform	rank	scipy.stats.rankdata(x)	3000	0	0.000220814	196638	3.14.2
transform	rank	scipy.stats.rankdata(x)	3000	1	0.000219387	196638	3.14.2
transform	rank	scipy.stats.rankdata(x)	3000	2	0.000208676	196638	3.14.2
transform	rank	scipy.stats.rankdata(x)	3000	3	0.000215976	196638	3.14.2
transform	rank	scipy.stats.rankdata(x)	3000	4	0.000212167	196638	3.14.2
transform	rank	scipy.stats.rankdata(x)	3000	5	0.000210746	196638	3.14.2
transform	rank	scipy.stats.rankdata(x)	3000	6	0.000211046	196638	3.14.2
transform	uniq	pd.unique(x)	3000	0	0.000060109	156786	3.14.2
transform	uniq	pd.unique(x)	3000	1	0.000059073	156786	3.14.2
transform	uniq	pd.unique(x)	3000	2	0.000059155	156786	3.14.2
transform	uniq	pd.unique(x)	3000	3	0.000059145	156786	3.14.2
transform	uniq	pd.unique(x)	3000	4	0.000058639	156786	3.14.2
transform	uniq	pd.unique(x)	3000	5	0.000059058	156786	3.14.2
transform	uniq	pd.unique(x)	3000	6	0.000060089	156786	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	3000	0	0.000160981	50476	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	3000	1	0.000151290	50476	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	3000	2	0.000147137	50476	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	3000	3	0.000148832	50476	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	3000	4	0.000147970	50476	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	3000	5	0.000149538	50476	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	3000	6	0.000148586	50476	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	3000	0	0.000019571	10504	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	3000	1	0.000019616	10504	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	3000	2	0.000019337	10504	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	3000	3	0.000019325	10504	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	3000	4	0.000019261	10504	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	3000	5	0.000019377	10504	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	3000	6	0.000019401	10504	3.14.2
transform	seq	np.arange(1, n + 1)	3000	0	0.000001362	24096	3.14.2
transform	seq	np.arange(1, n + 1)	3000	1	0.000001351	24096	3.14.2
transform	seq	np.arange(1, n + 1)	3000	2	0.000001352	24096	3.14.2
transform	seq	np.arange(1, n + 1)	3000	3	0.000001356	24096	3.14.2
transform	seq	np.arange(1, n + 1)	3000	4	0.000001359	24096	3.14.2
transform	seq	np.arange(1, n + 1)	3000	5	0.000001354	24096	3.14.2
transform	seq	np.arange(1, n + 1)	3000	6	0.000001356	24096	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	3000	0	0.001400765	293712	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	3000	1	0.001355197	293712	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	3000	2	0.001367480	293712	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	3000	3	0.001400080	293712	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	3000	4	0.001403174	293712	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	3000	5	0.001374220	293712	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	3000	6	0.001367784	293712	3.14.2
transform	rank	scipy.stats.rankdata(x)	10000	0	0.000738256	651638	3.14.2
transform	rank	scipy.stats.rankdata(x)	10000	1	0.000732833	651638	3.14.2
transform	rank	scipy.stats.rankdata(x)	10000	2	0.000731485	651638	3.14.2
transform	rank	scipy.stats.rankdata(x)	10000	3	0.000731341	651638	3.14.2
transform	rank	scipy.stats.rankdata(x)	10000	4	0.000740464	651638	3.14.2
transform	rank	scipy.stats.rankdata(x)	10000	5	0.000726905	651638	3.14.2
transform	rank	scipy.stats.rankdata(x)	10000	6	0.000746532	651638	3.14.2
transform	uniq	pd.unique(x)	10000	0	0.000186480	607538	3.14.2
transform	uniq	pd.unique(x)	10000	1	0.000185869	607538	3.14.2
transform	uniq	pd.unique(x)	10000	2	0.000191508	607538	3.14.2
transform	uniq	pd.unique(x)	10000	3	0.000185614	607538	3.14.2
transform	uniq	pd.unique(x)	10000	4	0.000184207	607538	3.14.2
transform	uniq	pd.unique(x)	10000	5	0.000182919	607538	3.14.2
transform	uniq	pd.unique(x)	10000	6	0.000183221	607538	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	10000	0	0.000182536	162476	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	10000	1	0.000171955	162476	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	10000	2	0.000173252	162476	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	10000	3	0.000169422	162476	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	10000	4	0.000173405	162476	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	10000	5	0.000174574	162476	3.14.2
transform	scale	scipy.stats.zscore(x, ddof=1)	10000	6	0.000171920	162476	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	10000	0	0.000027284	33992	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	10000	1	0.000027109	33992	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	10000	2	0.000027094	33992	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	10000	3	0.000026796	33992	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	10000	4	0.000026787	33992	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	10000	5	0.000027028	33992	3.14.2
transform	sample	rng.choice(x, n // 10, replace=False)	10000	6	0.000026812	33992	3.14.2
transform	seq	np.arange(1, n + 1)	10000	0	0.000003275	80096	3.14.2
transform	seq	np.arange(1, n + 1)	10000	1	0.000003226	80096	3.14.2
transform	seq	np.arange(1, n + 1)	10000	2	0.000003222	80096	3.14.2
transform	seq	np.arange(1, n + 1)	10000	3	0.000003231	80096	3.14.2
transform	seq	np.arange(1, n + 1)	10000	4	0.000003222	80096	3.14.2
transform	seq	np.arange(1, n + 1)	10000	5	0.000003228	80096	3.14.2
transform	seq	np.arange(1, n + 1)	10000	6	0.000003224	80096	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	10000	0	0.002743001	965615	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	10000	1	0.002718150	965615	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	10000	2	0.002760835	965615	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	10000	3	0.002727398	965615	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	10000	4	0.002691604	965615	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	10000	5	0.002704001	965615	3.14.2
transform	auc	sklearn.metrics.roc_auc_score(label, y)	10000	6	0.002707435	965615	3.14.2
transform	rank	scipy.stats.rankdata(x)	30000	0	0.002316397	1951684	3.14.2
