figure	function	call	n	run	seconds	bytes	version
io	write_table (csv, row.names)	df.to_csv(f, index=True)	3000	5	0.005655574	1107847	3.14.2
io	write_table (csv, row.names)	df.to_csv(f, index=True)	3000	6	0.005621024	1107847	3.14.2
io	write_table (xlsx, hoa)	df.to_excel(f, index=False)	3000	0	0.172561283	5585298	3.14.2
io	write_table (xlsx, hoa)	df.to_excel(f, index=False)	3000	1	0.163986359	5585298	3.14.2
io	write_table (xlsx, hoa)	df.to_excel(f, index=False)	3000	2	0.166330026	5585298	3.14.2
io	write_table (xlsx, hoa)	df.to_excel(f, index=False)	3000	3	0.175662451	5585298	3.14.2
io	write_table (xlsx, hoa)	df.to_excel(f, index=False)	3000	4	0.163406600	5585298	3.14.2
io	write_table (xlsx, hoa)	df.to_excel(f, index=False)	3000	5	0.163377981	5585298	3.14.2
io	write_table (xlsx, hoa)	df.to_excel(f, index=False)	3000	6	0.163772566	5585298	3.14.2
io	read_table (csv, numeric)	pd.read_csv(num.csv)	10000	0	0.003282808	935374	3.14.2
io	read_table (csv, numeric)	pd.read_csv(num.csv)	10000	1	0.002624290	935374	3.14.2
io	read_table (csv, numeric)	pd.read_csv(num.csv)	10000	2	0.002657970	935374	3.14.2
io	read_table (csv, numeric)	pd.read_csv(num.csv)	10000	3	0.002528470	935374	3.14.2
io	read_table (csv, numeric)	pd.read_csv(num.csv)	10000	4	0.002658509	935374	3.14.2
io	read_table (csv, numeric)	pd.read_csv(num.csv)	10000	5	0.002498333	935374	3.14.2
io	read_table (csv, numeric)	pd.read_csv(num.csv)	10000	6	0.002686508	935374	3.14.2
io	read_table (csv, mixed)	list(csv.DictReader(mix.csv))	10000	0	0.011785349	3507105	3.14.2
io	read_table (csv, mixed)	list(csv.DictReader(mix.csv))	10000	1	0.011609447	3507105	3.14.2
io	read_table (csv, mixed)	list(csv.DictReader(mix.csv))	10000	2	0.015081142	3507105	3.14.2
io	read_table (csv, mixed)	list(csv.DictReader(mix.csv))	10000	3	0.015085589	3507105	3.14.2
io	read_table (csv, mixed)	list(csv.DictReader(mix.csv))	10000	4	0.012077990	3507105	3.14.2
io	read_table (csv, mixed)	list(csv.DictReader(mix.csv))	10000	5	0.014696274	3507105	3.14.2
io	read_table (csv, mixed)	list(csv.DictReader(mix.csv))	10000	6	0.013042873	3507105	3.14.2
io	read_table (tsv, mixed)	list(csv.DictReader(mix.tsv, "\t"))	10000	0	0.011639139	3507210	3.14.2
io	read_table (tsv, mixed)	list(csv.DictReader(mix.tsv, "\t"))	10000	1	0.011616429	3507210	3.14.2
io	read_table (tsv, mixed)	list(csv.DictReader(mix.tsv, "\t"))	10000	2	0.011638442	3507210	3.14.2
io	read_table (tsv, mixed)	list(csv.DictReader(mix.tsv, "\t"))	10000	3	0.011631518	3507210	3.14.2
io	read_table (tsv, mixed)	list(csv.DictReader(mix.tsv, "\t"))	10000	4	0.011646866	3507210	3.14.2
io	read_table (tsv, mixed)	list(csv.DictReader(mix.tsv, "\t"))	10000	5	0.011611159	3507210	3.14.2
io	read_table (tsv, mixed)	list(csv.DictReader(mix.tsv, "\t"))	10000	6	0.011665449	3507210	3.14.2
io	read_table (csv, hoa)	pd.read_csv(mix.csv)	10000	0	0.003392441	970467	3.14.2
io	read_table (csv, hoa)	pd.read_csv(mix.csv)	10000	1	0.003331309	970467	3.14.2
io	read_table (csv, hoa)	pd.read_csv(mix.csv)	10000	2	0.003362267	970467	3.14.2
io	read_table (csv, hoa)	pd.read_csv(mix.csv)	10000	3	0.003359562	970467	3.14.2
io	read_table (csv, hoa)	pd.read_csv(mix.csv)	10000	4	0.003258012	970467	3.14.2
io	read_table (csv, hoa)	pd.read_csv(mix.csv)	10000	5	0.003190521	970467	3.14.2
io	read_table (csv, hoa)	pd.read_csv(mix.csv)	10000	6	0.003131007	970467	3.14.2
io	read_table (xlsx)	pd.read_excel(mix.xlsx)	10000	0	0.437786427	4307191	3.14.2
io	read_table (xlsx)	pd.read_excel(mix.xlsx)	10000	1	0.442908354	4307191	3.14.2
io	read_table (xlsx)	pd.read_excel(mix.xlsx)	10000	2	0.436390879	4307191	3.14.2
io	read_table (xlsx)	pd.read_excel(mix.xlsx)	10000	3	0.436946145	4307191	3.14.2
io	read_table (xlsx)	pd.read_excel(mix.xlsx)	10000	4	0.438629694	4307191	3.14.2
io	read_table (xlsx)	pd.read_excel(mix.xlsx)	10000	5	0.438058456	4307191	3.14.2
io	read_table (xlsx)	pd.read_excel(mix.xlsx)	10000	6	0.438012388	4307191	3.14.2
io	write_table (csv, hoa)	df.to_csv(f, index=False)	10000	0	0.018733252	3090927	3.14.2
io	write_table (csv, hoa)	df.to_csv(f, index=False)	10000	1	0.016229983	3090927	3.14.2
io	write_table (csv, hoa)	df.to_csv(f, index=False)	10000	2	0.016120810	3090927	3.14.2
io	write_table (csv, hoa)	df.to_csv(f, index=False)	10000	3	0.016001792	3090927	3.14.2
io	write_table (csv, hoa)	df.to_csv(f, index=False)	10000	4	0.025600122	3090927	3.14.2
io	write_table (csv, hoa)	df.to_csv(f, index=False)	10000	5	0.016138360	3090927	3.14.2
io	write_table (csv, hoa)	df.to_csv(f, index=False)	10000	6	0.016034509	3090927	3.14.2
io	write_table (tsv, hoa)	df.to_csv(f, sep="\t", index=False)	10000	0	0.019123015	3090927	3.14.2
io	write_table (tsv, hoa)	df.to_csv(f, sep="\t", index=False)	10000	1	0.016055287	3090927	3.14.2
io	write_table (tsv, hoa)	df.to_csv(f, sep="\t", index=False)	10000	2	0.016069419	3090927	3.14.2
io	write_table (tsv, hoa)	df.to_csv(f, sep="\t", index=False)	10000	3	0.015932171	3090927	3.14.2
io	write_table (tsv, hoa)	df.to_csv(f, sep="\t", index=False)	10000	4	0.015938909	3090927	3.14.2
io	write_table (tsv, hoa)	df.to_csv(f, sep="\t", index=False)	10000	5	0.015963844	3090927	3.14.2
io	write_table (tsv, hoa)	df.to_csv(f, sep="\t", index=False)	10000	6	0.015959021	3090927	3.14.2
io	write_table (csv, aoa)	df.to_csv(f, index=False)	10000	0	0.019060532	3090927	3.14.2
io	write_table (csv, aoa)	df.to_csv(f, index=False)	10000	1	0.016003391	3090927	3.14.2
io	write_table (csv, aoa)	df.to_csv(f, index=False)	10000	2	0.016078476	3090927	3.14.2
io	write_table (csv, aoa)	df.to_csv(f, index=False)	10000	3	0.016007458	3090927	3.14.2
io	write_table (csv, aoa)	df.to_csv(f, index=False)	10000	4	0.015995294	3090927	3.14.2
io	write_table (csv, aoa)	df.to_csv(f, index=False)	10000	5	0.016045024	3090927	3.14.2
io	write_table (csv, aoa)	df.to_csv(f, index=False)	10000	6	0.016033305	3090927	3.14.2
io	write_table (csv, row.names)	df.to_csv(f, index=True)	10000	0	0.020318087	3090928	3.14.2
io	write_table (csv, row.names)	df.to_csv(f, index=True)	10000	1	0.017899980	3090928	3.14.2
io	write_table (csv, row.names)	df.to_csv(f, index=True)	10000	2	0.017861028	3090928	3.14.2
io	write_table (csv, row.names)	df.to_csv(f, index=True)	10000	3	0.017908353	3090928	3.14.2
io	write_table (csv, row.names)	df.to_csv(f, index=True)	10000	4	0.017857566	3090928	3.14.2
io	write_table (csv, row.names)	df.to_csv(f, index=True)	10000	5	0.017700177	3090928	3.14.2
io	write_table (csv, row.names)	df.to_csv(f, index=True)	10000	6	0.017916472	3090928	3.14.2
io	write_table (xlsx, hoa)	df.to_excel(f, index=False)	10000	0	0.552612492	18642939	3.14.2
io	write_table (xlsx, hoa)	df.to_excel(f, index=False)	10000	1	0.567212645	18642939	3.14.2
io	write_table (xlsx, hoa)	df.to_excel(f, index=False)	10000	2	0.538578086	18642939	3.14.2
io	write_table (xlsx, hoa)	df.to_excel(f, index=False)	10000	3	0.553884517	18642939	3.14.2
io	write_table (xlsx, hoa)	df.to_excel(f, index=False)	10000	4	0.541232661	18642939	3.14.2
io	write_table (xlsx, hoa)	df.to_excel(f, index=False)	10000	5	0.562225176	18642939	3.14.2
io	write_table (xlsx, hoa)	df.to_excel(f, index=False)	10000	6	0.547854808	18642939	3.14.2
io	read_table (csv, numeric)	pd.read_csv(num.csv)	30000	0	0.007134131	1344271	3.14.2
io	read_table (csv, numeric)	pd.read_csv(num.csv)	30000	1	0.006782697	1344271	3.14.2
io	read_table (csv, numeric)	pd.read_csv(num.csv)	30000	2	0.006539845	1344271	3.14.2
io	read_table (csv, numeric)	pd.read_csv(num.csv)	30000	3	0.006565800	1344271	3.14.2
io	read_table (csv, numeric)	pd.read_csv(num.csv)	30000	4	0.006502169	1344271	3.14.2
io	read_table (csv, numeric)	pd.read_csv(num.csv)	30000	5	0.006577058	1344271	3.14.2
io	read_table (csv, numeric)	pd.read_csv(num.csv)	30000	6	0.006480625	1344271	3.14.2
io	read_table (csv, mixed)	list(csv.DictReader(mix.csv))	30000	0	0.046647150	10238760	3.14.2
io	read_table (csv, mixed)	list(csv.DictReader(mix.csv))	30000	1	0.046600085	10238760	3.14.2
io	read_table (csv, mixed)	list(csv.DictReader(mix.csv))	30000	2	0.038465008	10238760	3.14.2
io	read_table (csv, mixed)	list(csv.DictReader(mix.csv))	30000	3	0.048166720	10238760	3.14.2
io	read_table (csv, mixed)	list(csv.DictReader(mix.csv))	30000	4	0.035226842	10238760	3.14.2
io	read_table (csv, mixed)	list(csv.DictReader(mix.csv))	30000	5	0.035028705	10238760	3.14.2
io	read_table (csv, mixed)	list(csv.DictReader(mix.csv))	30000	6	0.035082033	10238760	3.14.2
io	read_table (tsv, mixed)	list(csv.DictReader(mix.tsv, "\t"))	30000	0	0.049581062	10238760	3.14.2
io	read_table (tsv, mixed)	list(csv.DictReader(mix.tsv, "\t"))	30000	1	0.035156676	10238760	3.14.2
io	read_table (tsv, mixed)	list(csv.DictReader(mix.tsv, "\t"))	30000	2	0.034945841	10238760	3.14.2
io	read_table (tsv, mixed)	list(csv.DictReader(mix.tsv, "\t"))	30000	3	0.034836950	10238760	3.14.2
io	read_table (tsv, mixed)	list(csv.DictReader(mix.tsv, "\t"))	30000	4	0.034946280	10238760	3.14.2
io	read_table (tsv, mixed)	list(csv.DictReader(mix.tsv, "\t"))	30000	5	0.036524022	10238760	3.14.2
io	read_table (tsv, mixed)	list(csv.DictReader(mix.tsv, "\t"))	30000	6	0.049751165	10238760	3.14.2
io	read_table (csv, hoa)	pd.read_csv(mix.csv)	30000	0	0.008269042	2610602	3.14.2
io	read_table (csv, hoa)	pd.read_csv(mix.csv)	30000	1	0.008317178	2610602	3.14.2
io	read_table (csv, hoa)	pd.read_csv(mix.csv)	30000	2	0.008375684	2610602	3.14.2
io	read_table (csv, hoa)	pd.read_csv(mix.csv)	30000	3	0.008153281	2610602	3.14.2
io	read_table (csv, hoa)	pd.read_csv(mix.csv)	30000	4	0.008170658	2610602	3.14.2
io	read_table (csv, hoa)	pd.read_csv(mix.csv)	30000	5	0.008149417	2610602	3.14.2
io	read_table (csv, hoa)	pd.read_csv(mix.csv)	30000	6	0.008167415	2610602	3.14.2
io	read_table (xlsx)	pd.read_excel(mix.xlsx)	30000	0	1.309820029	9949092	3.14.2
io	read_table (xlsx)	pd.read_excel(mix.xlsx)	30000	1	1.311653345	9949092	3.14.2
io	read_table (xlsx)	pd.read_excel(mix.xlsx)	30000	2	1.309867671	9949092	3.14.2
io	read_table (xlsx)	pd.read_excel(mix.xlsx)	30000	3	1.296437180	9949092	3.14.2
io	read_table (xlsx)	pd.read_excel(mix.xlsx)	30000	4	1.309934481	9949092	3.14.2
io	read_table (xlsx)	pd.read_excel(mix.xlsx)	30000	5	1.306749848	9949092	3.14.2
io	read_table (xlsx)	pd.read_excel(mix.xlsx)	30000	6	1.299463904	9949092	3.14.2
io	write_table (csv, hoa)	df.to_csv(f, index=False)	30000	0	0.050909222	5923759	3.14.2
io	write_table (csv, hoa)	df.to_csv(f, index=False)	30000	1	0.048081966	5923759	3.14.2
io	write_table (csv, hoa)	df.to_csv(f, index=False)	30000	2	0.048018592	5923759	3.14.2
io	write_table (csv, hoa)	df.to_csv(f, index=False)	30000	3	0.047871268	5923759	3.14.2
io	write_table (csv, hoa)	df.to_csv(f, index=False)	30000	4	0.048164907	5923759	3.14.2
io	write_table (csv, hoa)	df.to_csv(f, index=False)	30000	5	0.047970288	5923759	3.14.2
io	write_table (csv, hoa)	df.to_csv(f, index=False)	30000	6	0.047755975	5923759	3.14.2
io	write_table (tsv, hoa)	df.to_csv(f, sep="\t", index=False)	30000	0	0.050997049	5923759	3.14.2
io	write_table (tsv, hoa)	df.to_csv(f, sep="\t", index=False)	30000	1	0.048034895	5923759	3.14.2
io	write_table (tsv, hoa)	df.to_csv(f, sep="\t", index=False)	30000	2	0.047980857	5923759	3.14.2
io	write_table (tsv, hoa)	df.to_csv(f, sep="\t", index=False)	30000	3	0.047923501	5923759	3.14.2
io	write_table (tsv, hoa)	df.to_csv(f, sep="\t", index=False)	30000	4	0.047954986	5923759	3.14.2
io	write_table (tsv, hoa)	df.to_csv(f, sep="\t", index=False)	30000	5	0.048026199	5923759	3.14.2
io	write_table (tsv, hoa)	df.to_csv(f, sep="\t", index=False)	30000	6	0.047913977	5923759	3.14.2
io	write_table (csv, aoa)	df.to_csv(f, index=False)	30000	0	0.050691118	5923759	3.14.2
io	write_table (csv, aoa)	df.to_csv(f, index=False)	30000	1	0.048001991	5923759	3.14.2
io	write_table (csv, aoa)	df.to_csv(f, index=False)	30000	2	0.048091617	5923759	3.14.2
io	write_table (csv, aoa)	df.to_csv(f, index=False)	30000	3	0.047957364	5923759	3.14.2
io	write_table (csv, aoa)	df.to_csv(f, index=False)	30000	4	0.048018934	5923759	3.14.2
io	write_table (csv, aoa)	df.to_csv(f, index=False)	30000	5	0.048001622	5923759	3.14.2
io	write_table (csv, aoa)	df.to_csv(f, index=False)	30000	6	0.047950250	5923759	3.14.2
io	write_table (csv, row.names)	df.to_csv(f, index=True)	30000	0	0.056640551	5923760	3.14.2
io	write_table (csv, row.names)	df.to_csv(f, index=True)	30000	1	0.053649141	5923760	3.14.2
io	write_table (csv, row.names)	df.to_csv(f, index=True)	30000	2	0.053830775	5923760	3.14.2
io	write_table (csv, row.names)	df.to_csv(f, index=True)	30000	3	0.053840891	5923760	3.14.2
io	write_table (csv, row.names)	df.to_csv(f, index=True)	30000	4	0.053659954	5923760	3.14.2
io	write_table (csv, row.names)	df.to_csv(f, index=True)	30000	5	0.053619182	5923760	3.14.2
io	write_table (csv, row.names)	df.to_csv(f, index=True)	30000	6	0.054024056	5923760	3.14.2
io	write_table (xlsx, hoa)	df.to_excel(f, index=False)	30000	0	1.690998573	53338300	3.14.2
io	write_table (xlsx, hoa)	df.to_excel(f, index=False)	30000	1	1.677223187	53338300	3.14.2
io	write_table (xlsx, hoa)	df.to_excel(f, index=False)	30000	2	1.672891917	53338300	3.14.2
io	write_table (xlsx, hoa)	df.to_excel(f, index=False)	30000	3	1.677419745	53338300	3.14.2
io	write_table (xlsx, hoa)	df.to_excel(f, index=False)	30000	4	1.681090220	53338300	3.14.2
io	write_table (xlsx, hoa)	df.to_excel(f, index=False)	30000	5	1.666490263	53338300	3.14.2
io	write_table (xlsx, hoa)	df.to_excel(f, index=False)	30000	6	1.675331769	53338300	3.14.2
io	read_table (csv, numeric)	pd.read_csv(num.csv)	100000	0	0.021171658	4144721	3.14.2
io	read_table (csv, numeric)	pd.read_csv(num.csv)	100000	1	0.020994380	4144721	3.14.2
io	read_table (csv, numeric)	pd.read_csv(num.csv)	100000	2	0.021190086	4144721	3.14.2
io	read_table (csv, numeric)	pd.read_csv(num.csv)	100000	3	0.021066578	4144721	3.14.2
io	read_table (csv, numeric)	pd.read_csv(num.csv)	100000	4	0.021266491	4144721	3.14.2
io	read_table (csv, numeric)	pd.read_csv(num.csv)	100000	5	0.020949340	4144721	3.14.2
io	read_table (csv, numeric)	pd.read_csv(num.csv)	100000	6	0.020882180	4144721	3.14.2
io	read_table (csv, mixed)	list(csv.DictReader(mix.csv))	100000	0	0.136437480	33788719	3.14.2
io	read_table (csv, mixed)	list(csv.DictReader(mix.csv))	100000	1	0.117037110	33788719	3.14.2
io	read_table (csv, mixed)	list(csv.DictReader(mix.csv))	100000	2	0.132620883	33788719	3.14.2
io	read_table (csv, mixed)	list(csv.DictReader(mix.csv))	100000	3	0.123644307	33788719	3.14.2
io	read_table (csv, mixed)	list(csv.DictReader(mix.csv))	100000	4	0.133339169	33788719	3.14.2
io	read_table (csv, mixed)	list(csv.DictReader(mix.csv))	100000	5	0.124885682	33788719	3.14.2
io	read_table (csv, mixed)	list(csv.DictReader(mix.csv))	100000	6	0.135745651	33788719	3.14.2
io	read_table (tsv, mixed)	list(csv.DictReader(mix.tsv, "\t"))	100000	0	0.134044386	33788931	3.14.2
io	read_table (tsv, mixed)	list(csv.DictReader(mix.tsv, "\t"))	100000	1	0.125912126	33788931	3.14.2
io	read_table (tsv, mixed)	list(csv.DictReader(mix.tsv, "\t"))	100000	2	0.125312761	33788931	3.14.2
io	read_table (tsv, mixed)	list(csv.DictReader(mix.tsv, "\t"))	100000	3	0.129370620	33788931	3.14.2
io	read_table (tsv, mixed)	list(csv.DictReader(mix.tsv, "\t"))	100000	4	0.136364959	33788931	3.14.2
io	read_table (tsv, mixed)	list(csv.DictReader(mix.tsv, "\t"))	100000	5	0.117213307	33788931	3.14.2
io	read_table (tsv, mixed)	list(csv.DictReader(mix.tsv, "\t"))	100000	6	0.135625652	33788931	3.14.2
io	read_table (csv, hoa)	pd.read_csv(mix.csv)	100000	0	0.026068584	8350647	3.14.2
io	read_table (csv, hoa)	pd.read_csv(mix.csv)	100000	1	0.026131496	8350647	3.14.2
io	read_table (csv, hoa)	pd.read_csv(mix.csv)	100000	2	0.026051502	8350647	3.14.2
io	read_table (csv, hoa)	pd.read_csv(mix.csv)	100000	3	0.025905223	8350647	3.14.2
io	read_table (csv, hoa)	pd.read_csv(mix.csv)	100000	4	0.026556590	8350647	3.14.2
io	read_table (csv, hoa)	pd.read_csv(mix.csv)	100000	5	0.025924490	8350647	3.14.2
io	read_table (csv, hoa)	pd.read_csv(mix.csv)	100000	6	0.026429865	8350647	3.14.2
io	read_table (xlsx)	pd.read_excel(mix.xlsx)	100000	0	4.332809448	32767869	3.14.2
io	read_table (xlsx)	pd.read_excel(mix.xlsx)	100000	1	4.329150895	32767869	3.14.2
io	read_table (xlsx)	pd.read_excel(mix.xlsx)	100000	2	4.339025325	32767869	3.14.2
io	read_table (xlsx)	pd.read_excel(mix.xlsx)	100000	3	4.330154525	32767869	3.14.2
io	read_table (xlsx)	pd.read_excel(mix.xlsx)	100000	4	4.342406374	32767869	3.14.2
io	read_table (xlsx)	pd.read_excel(mix.xlsx)	100000	5	4.328921433	32767869	3.14.2
io	read_table (xlsx)	pd.read_excel(mix.xlsx)	100000	6	4.343176332	32767869	3.14.2
io	write_table (csv, hoa)	df.to_csv(f, index=False)	100000	0	0.159688758	5950340	3.14.2
io	write_table (csv, hoa)	df.to_csv(f, index=False)	100000	1	0.158670903	5950340	3.14.2
io	write_table (csv, hoa)	df.to_csv(f, index=False)	100000	2	0.162094630	5950340	3.14.2
io	write_table (csv, hoa)	df.to_csv(f, index=False)	100000	3	0.162282417	5950340	3.14.2
io	write_table (csv, hoa)	df.to_csv(f, index=False)	100000	4	0.162394402	5950340	3.14.2
io	write_table (csv, hoa)	df.to_csv(f, index=False)	100000	5	0.162317377	5950340	3.14.2
io	write_table (csv, hoa)	df.to_csv(f, index=False)	100000	6	0.162083416	5950340	3.14.2
io	write_table (tsv, hoa)	df.to_csv(f, sep="\t", index=False)	100000	0	0.162194865	5953351	3.14.2
io	write_table (tsv, hoa)	df.to_csv(f, sep="\t", index=False)	100000	1	0.161935322	5953351	3.14.2
io	write_table (tsv, hoa)	df.to_csv(f, sep="\t", index=False)	100000	2	0.162178420	5953351	3.14.2
io	write_table (tsv, hoa)	df.to_csv(f, sep="\t", index=False)	100000	3	0.161963778	5953351	3.14.2
io	write_table (tsv, hoa)	df.to_csv(f, sep="\t", index=False)	100000	4	0.161841280	5953351	3.14.2
io	write_table (tsv, hoa)	df.to_csv(f, sep="\t", index=False)	100000	5	0.161823620	5953351	3.14.2
io	write_table (tsv, hoa)	df.to_csv(f, sep="\t", index=False)	100000	6	0.162014401	5953351	3.14.2
io	write_table (csv, aoa)	df.to_csv(f, index=False)	100000	0	0.162090812	5950084	3.14.2
io	write_table (csv, aoa)	df.to_csv(f, index=False)	100000	1	0.161905208	5950084	3.14.2
io	write_table (csv, aoa)	df.to_csv(f, index=False)	100000	2	0.161740605	5950084	3.14.2
io	write_table (csv, aoa)	df.to_csv(f, index=False)	100000	3	0.162143536	5950084	3.14.2
io	write_table (csv, aoa)	df.to_csv(f, index=False)	100000	4	0.161994413	5950084	3.14.2
io	write_table (csv, aoa)	df.to_csv(f, index=False)	100000	5	0.159903859	5950084	3.14.2
io	write_table (csv, aoa)	df.to_csv(f, index=False)	100000	6	0.162314035	5950084	3.14.2
io	write_table (csv, row.names)	df.to_csv(f, index=True)	100000	0	0.183218888	5961590	3.14.2
io	write_table (csv, row.names)	df.to_csv(f, index=True)	100000	1	0.181328639	5961590	3.14.2
io	write_table (csv, row.names)	df.to_csv(f, index=True)	100000	2	0.181489623	5961590	3.14.2
io	write_table (csv, row.names)	df.to_csv(f, index=True)	100000	3	0.181484838	5961590	3.14.2
io	write_table (csv, row.names)	df.to_csv(f, index=True)	100000	4	0.181717794	5961590	3.14.2
io	write_table (csv, row.names)	df.to_csv(f, index=True)	100000	5	0.181759141	5961590	3.14.2
io	write_table (csv, row.names)	df.to_csv(f, index=True)	100000	6	0.181791708	5961590	3.14.2
io	write_table (xlsx, hoa)	df.to_excel(f, index=False)	100000	0	5.757231814	183309339	3.14.2
io	write_table (xlsx, hoa)	df.to_excel(f, index=False)	100000	1	5.827302588	183309339	3.14.2
io	write_table (xlsx, hoa)	df.to_excel(f, index=False)	100000	2	5.713891920	183309339	3.14.2
io	write_table (xlsx, hoa)	df.to_excel(f, index=False)	100000	3	5.758641809	183309339	3.14.2
io	write_table (xlsx, hoa)	df.to_excel(f, index=False)	100000	4	5.691673803	183309339	3.14.2
io	write_table (xlsx, hoa)	df.to_excel(f, index=False)	100000	5	5.741980713	183309339	3.14.2
io	write_table (xlsx, hoa)	df.to_excel(f, index=False)	100000	6	5.716168803	183309339	3.14.2
io	read_table (csv, numeric)	pd.read_csv(num.csv)	300000	0	0.062918785	12147203	3.14.2
io	read_table (csv, numeric)	pd.read_csv(num.csv)	300000	1	0.061818711	12147203	3.14.2
io	read_table (csv, numeric)	pd.read_csv(num.csv)	300000	2	0.061930947	12147203	3.14.2
io	read_table (csv, numeric)	pd.read_csv(num.csv)	300000	3	0.061898623	12147203	3.14.2
io	read_table (csv, numeric)	pd.read_csv(num.csv)	300000	4	0.061333300	12147203	3.14.2
io	read_table (csv, numeric)	pd.read_csv(num.csv)	300000	5	0.061702066	12147203	3.14.2
io	read_table (csv, numeric)	pd.read_csv(num.csv)	300000	6	0.062275254	12147203	3.14.2
io	read_table (csv, mixed)	list(csv.DictReader(mix.csv))	300000	0	0.416769522	101492490	3.14.2
io	read_table (csv, mixed)	list(csv.DictReader(mix.csv))	300000	1	0.411055785	101492490	3.14.2
io	read_table (csv, mixed)	list(csv.DictReader(mix.csv))	300000	2	0.421650354	101492490	3.14.2
io	read_table (csv, mixed)	list(csv.DictReader(mix.csv))	300000	3	0.402232074	101492490	3.14.2
io	read_table (csv, mixed)	list(csv.DictReader(mix.csv))	300000	4	0.410567395	101492490	3.14.2
io	read_table (csv, mixed)	list(csv.DictReader(mix.csv))	300000	5	0.416427440	101492490	3.14.2
io	read_table (csv, mixed)	list(csv.DictReader(mix.csv))	300000	6	0.413135483	101492490	3.14.2
io	read_table (tsv, mixed)	list(csv.DictReader(mix.tsv, "\t"))	300000	0	0.415412909	101492439	3.14.2
io	read_table (tsv, mixed)	list(csv.DictReader(mix.tsv, "\t"))	300000	1	0.414211637	101492439	3.14.2
io	read_table (tsv, mixed)	list(csv.DictReader(mix.tsv, "\t"))	300000	2	0.414481621	101492439	3.14.2
io	read_table (tsv, mixed)	list(csv.DictReader(mix.tsv, "\t"))	300000	3	0.425205289	101492439	3.14.2
io	read_table (tsv, mixed)	list(csv.DictReader(mix.tsv, "\t"))	300000	4	0.408295434	101492439	3.14.2
io	read_table (tsv, mixed)	list(csv.DictReader(mix.tsv, "\t"))	300000	5	0.414044671	101492439	3.14.2
io	read_table (tsv, mixed)	list(csv.DictReader(mix.tsv, "\t"))	300000	6	0.415445802	101492439	3.14.2
io	read_table (csv, hoa)	pd.read_csv(mix.csv)	300000	0	0.080174863	24750800	3.14.2
io	read_table (csv, hoa)	pd.read_csv(mix.csv)	300000	1	0.080352124	24750800	3.14.2
io	read_table (csv, hoa)	pd.read_csv(mix.csv)	300000	2	0.080163583	24750800	3.14.2
io	read_table (csv, hoa)	pd.read_csv(mix.csv)	300000	3	0.083151023	24750800	3.14.2
io	read_table (csv, hoa)	pd.read_csv(mix.csv)	300000	4	0.079354871	24750800	3.14.2
io	read_table (csv, hoa)	pd.read_csv(mix.csv)	300000	5	0.079073353	24750800	3.14.2
io	read_table (csv, hoa)	pd.read_csv(mix.csv)	300000	6	0.078997358	24750800	3.14.2
io	read_table (xlsx)	pd.read_excel(mix.xlsx)	300000	0	13.855801338	97967878	3.14.2
io	read_table (xlsx)	pd.read_excel(mix.xlsx)	300000	1	13.562977409	97967878	3.14.2
io	read_table (xlsx)	pd.read_excel(mix.xlsx)	300000	2	13.341081124	97967878	3.14.2
io	read_table (xlsx)	pd.read_excel(mix.xlsx)	300000	3	13.316753198	97967878	3.14.2
io	read_table (xlsx)	pd.read_excel(mix.xlsx)	300000	4	13.342939271	97967878	3.14.2
io	read_table (xlsx)	pd.read_excel(mix.xlsx)	300000	5	13.432978904	97967878	3.14.2
io	read_table (xlsx)	pd.read_excel(mix.xlsx)	300000	6	13.482718458	97967878	3.14.2
io	write_table (csv, hoa)	df.to_csv(f, index=False)	300000	0	0.498038808	5969871	3.14.2
io	write_table (csv, hoa)	df.to_csv(f, index=False)	300000	1	0.495709944	5969871	3.14.2
io	write_table (csv, hoa)	df.to_csv(f, index=False)	300000	2	0.492335118	5969871	3.14.2
io	write_table (csv, hoa)	df.to_csv(f, index=False)	300000	3	0.516978433	5969871	3.14.2
io	write_table (csv, hoa)	df.to_csv(f, index=False)	300000	4	0.490971473	5969871	3.14.2
io	write_table (csv, hoa)	df.to_csv(f, index=False)	300000	5	0.489737878	5969871	3.14.2
io	write_table (csv, hoa)	df.to_csv(f, index=False)	300000	6	0.488759582	5969871	3.14.2
io	write_table (tsv, hoa)	df.to_csv(f, sep="\t", index=False)	300000	0	0.494333526	5967055	3.14.2
io	write_table (tsv, hoa)	df.to_csv(f, sep="\t", index=False)	300000	1	0.492744604	5967055	3.14.2
io	write_table (tsv, hoa)	df.to_csv(f, sep="\t", index=False)	300000	2	0.489900536	5967055	3.14.2
io	write_table (tsv, hoa)	df.to_csv(f, sep="\t", index=False)	300000	3	0.493803330	5967055	3.14.2
io	write_table (tsv, hoa)	df.to_csv(f, sep="\t", index=False)	300000	4	0.489526322	5967055	3.14.2
io	write_table (tsv, hoa)	df.to_csv(f, sep="\t", index=False)	300000	5	0.494878361	5967055	3.14.2
io	write_table (tsv, hoa)	df.to_csv(f, sep="\t", index=False)	300000	6	0.491479574	5967055	3.14.2
io	write_table (csv, aoa)	df.to_csv(f, index=False)	300000	0	0.496625368	5968655	3.14.2
io	write_table (csv, aoa)	df.to_csv(f, index=False)	300000	1	0.492161551	5968655	3.14.2
io	write_table (csv, aoa)	df.to_csv(f, index=False)	300000	2	0.489590655	5968655	3.14.2
