figure	function	call	n	run	seconds	bytes	language	version
vector	skew	skew($x)	10000	4	9.78083837599981e-05	0	Stats::LikeR	0.321
vector	skew	skew($x)	10000	5	9.77629706973121e-05	0	Stats::LikeR	0.321
vector	skew	skew($x)	10000	6	9.76267315092541e-05	0	Stats::LikeR	0.321
vector	kurtosis	kurtosis($x)	10000	0	9.85690525599888e-05	4096	Stats::LikeR	0.321
vector	kurtosis	kurtosis($x)	10000	1	9.80922154017857e-05	4096	Stats::LikeR	0.321
vector	kurtosis	kurtosis($x)	10000	2	9.80922154017857e-05	4096	Stats::LikeR	0.321
vector	kurtosis	kurtosis($x)	10000	3	9.7422372727167e-05	4096	Stats::LikeR	0.321
vector	kurtosis	kurtosis($x)	10000	4	9.81830415271577e-05	4096	Stats::LikeR	0.321
vector	kurtosis	kurtosis($x)	10000	5	9.76607913062686e-05	4096	Stats::LikeR	0.321
vector	kurtosis	kurtosis($x)	10000	6	9.76153782435826e-05	4096	Stats::LikeR	0.321
vector	sum	sum($x)	30000	0	2.14046902126736e-05	4096	Stats::LikeR	0.321
vector	sum	sum($x)	30000	1	2.02032652768222e-05	4096	Stats::LikeR	0.321
vector	sum	sum($x)	30000	2	2.03860985053765e-05	4096	Stats::LikeR	0.321
vector	sum	sum($x)	30000	3	2.02837197676949e-05	4096	Stats::LikeR	0.321
vector	sum	sum($x)	30000	4	2.04003375509511e-05	4096	Stats::LikeR	0.321
vector	sum	sum($x)	30000	5	2.07354040706859e-05	4096	Stats::LikeR	0.321
vector	sum	sum($x)	30000	6	2.03437492495678e-05	4096	Stats::LikeR	0.321
vector	min	min($x)	30000	0	3.3308719766551e-05	4096	Stats::LikeR	0.321
vector	min	min($x)	30000	1	3.21741761832402e-05	4096	Stats::LikeR	0.321
vector	min	min($x)	30000	2	3.21779932294573e-05	4096	Stats::LikeR	0.321
vector	min	min($x)	30000	3	3.21149826049805e-05	4096	Stats::LikeR	0.321
vector	min	min($x)	30000	4	3.21703442072464e-05	4096	Stats::LikeR	0.321
vector	min	min($x)	30000	5	3.21943251813044e-05	4096	Stats::LikeR	0.321
vector	min	min($x)	30000	6	3.21371801968279e-05	4096	Stats::LikeR	0.321
vector	max	max($x)	30000	0	3.26673189798991e-05	0	Stats::LikeR	0.321
vector	max	max($x)	30000	1	3.20854833570577e-05	0	Stats::LikeR	0.321
vector	max	max($x)	30000	2	3.20693193855932e-05	0	Stats::LikeR	0.321
vector	max	max($x)	30000	3	3.21005211501825e-05	0	Stats::LikeR	0.321
vector	max	max($x)	30000	4	3.21630571709305e-05	0	Stats::LikeR	0.321
vector	max	max($x)	30000	5	3.20301681268411e-05	0	Stats::LikeR	0.321
vector	max	max($x)	30000	6	3.22713690288996e-05	0	Stats::LikeR	0.321
vector	sum	List::Util::sum(@$x)	30000	0	0.000141747792561849	241664	List::Util	1.70
vector	sum	List::Util::sum(@$x)	30000	1	0.000138214656284877	241664	List::Util	1.70
vector	sum	List::Util::sum(@$x)	30000	2	0.000138600667317708	241664	List::Util	1.70
vector	sum	List::Util::sum(@$x)	30000	3	0.000136804580688477	241664	List::Util	1.70
vector	sum	List::Util::sum(@$x)	30000	4	0.000137599309285482	241664	List::Util	1.70
vector	sum	List::Util::sum(@$x)	30000	5	0.00013655424118042	241664	List::Util	1.70
vector	sum	List::Util::sum(@$x)	30000	6	0.000139355659484863	241664	List::Util	1.70
vector	min	List::Util::min(@$x)	30000	0	0.000126302242279053	241664	List::Util	1.70
vector	min	List::Util::min(@$x)	30000	1	0.000122533125035903	241664	List::Util	1.70
vector	min	List::Util::min(@$x)	30000	2	0.00011800229549408	241664	List::Util	1.70
vector	min	List::Util::min(@$x)	30000	3	0.00011899892021628	241664	List::Util	1.70
vector	min	List::Util::min(@$x)	30000	4	0.000120878219604492	241664	List::Util	1.70
vector	min	List::Util::min(@$x)	30000	5	0.000118568539619446	241664	List::Util	1.70
vector	min	List::Util::min(@$x)	30000	6	0.000118271509806315	241664	List::Util	1.70
vector	max	List::Util::max(@$x)	30000	0	0.000124871730804443	245760	List::Util	1.70
vector	max	List::Util::max(@$x)	30000	1	0.000117231817806468	245760	List::Util	1.70
vector	max	List::Util::max(@$x)	30000	2	0.000120176988489488	245760	List::Util	1.70
vector	max	List::Util::max(@$x)	30000	3	0.000118434429168701	245760	List::Util	1.70
vector	max	List::Util::max(@$x)	30000	4	0.000120237469673157	245760	List::Util	1.70
vector	max	List::Util::max(@$x)	30000	5	0.000120176988489488	245760	List::Util	1.70
vector	max	List::Util::max(@$x)	30000	6	0.00012381374835968	245760	List::Util	1.70
vector	mean	mean($x)	30000	0	2.08003180367606e-05	4096	Stats::LikeR	0.321
vector	mean	mean($x)	30000	1	2.05644920690736e-05	4096	Stats::LikeR	0.321
vector	mean	mean($x)	30000	2	2.05616374592205e-05	4096	Stats::LikeR	0.321
vector	mean	mean($x)	30000	3	2.0599365234375e-05	4096	Stats::LikeR	0.321
vector	mean	mean($x)	30000	4	2.03916396217785e-05	4096	Stats::LikeR	0.321
vector	mean	mean($x)	30000	5	2.04491889339754e-05	4096	Stats::LikeR	0.321
vector	mean	mean($x)	30000	6	2.05011594863165e-05	4096	Stats::LikeR	0.321
vector	median	median($x)	30000	0	0.000241415841238839	131072	Stats::LikeR	0.321
vector	median	median($x)	30000	1	0.000231879098074777	131072	Stats::LikeR	0.321
vector	median	median($x)	30000	2	0.000233232975006104	131072	Stats::LikeR	0.321
vector	median	median($x)	30000	3	0.000225991010665894	131072	Stats::LikeR	0.321
vector	median	median($x)	30000	4	0.0002250075340271	131072	Stats::LikeR	0.321
vector	median	median($x)	30000	5	0.000226110219955444	131072	Stats::LikeR	0.321
vector	median	median($x)	30000	6	0.00022473931312561	131072	Stats::LikeR	0.321
vector	sd	sd($x)	30000	0	4.5580334133572e-05	0	Stats::LikeR	0.321
vector	sd	sd($x)	30000	1	4.29982724397079e-05	0	Stats::LikeR	0.321
vector	sd	sd($x)	30000	2	4.38637203640408e-05	0	Stats::LikeR	0.321
vector	sd	sd($x)	30000	3	4.30241875026537e-05	0	Stats::LikeR	0.321
vector	sd	sd($x)	30000	4	4.2718389759893e-05	0	Stats::LikeR	0.321
vector	sd	sd($x)	30000	5	4.25957618875706e-05	0	Stats::LikeR	0.321
vector	sd	sd($x)	30000	6	4.29982724397079e-05	0	Stats::LikeR	0.321
vector	var	var($x)	30000	0	4.43518161773682e-05	0	Stats::LikeR	0.321
vector	var	var($x)	30000	1	4.28013179613196e-05	0	Stats::LikeR	0.321
vector	var	var($x)	30000	2	4.29356351811835e-05	0	Stats::LikeR	0.321
vector	var	var($x)	30000	3	4.29360762886379e-05	0	Stats::LikeR	0.321
vector	var	var($x)	30000	4	4.32146356460896e-05	0	Stats::LikeR	0.321
vector	var	var($x)	30000	5	4.30863836537237e-05	0	Stats::LikeR	0.321
vector	var	var($x)	30000	6	4.28894291753354e-05	0	Stats::LikeR	0.321
vector	quantile	quantile(x => $x, probs => [.25,.5,.75])	30000	0	0.000442028045654297	61440	Stats::LikeR	0.321
vector	quantile	quantile(x => $x, probs => [.25,.5,.75])	30000	1	0.000432968139648438	61440	Stats::LikeR	0.321
vector	quantile	quantile(x => $x, probs => [.25,.5,.75])	30000	2	0.000430202484130859	61440	Stats::LikeR	0.321
vector	quantile	quantile(x => $x, probs => [.25,.5,.75])	30000	3	0.000432395935058594	61440	Stats::LikeR	0.321
vector	quantile	quantile(x => $x, probs => [.25,.5,.75])	30000	4	0.000434589385986328	61440	Stats::LikeR	0.321
vector	quantile	quantile(x => $x, probs => [.25,.5,.75])	30000	5	0.000431013107299805	61440	Stats::LikeR	0.321
vector	quantile	quantile(x => $x, probs => [.25,.5,.75])	30000	6	0.000430202484130859	61440	Stats::LikeR	0.321
vector	cor	cor($x, $y)	30000	0	0.00017955568101671	184320	Stats::LikeR	0.321
vector	cor	cor($x, $y)	30000	1	0.000177502632141113	184320	Stats::LikeR	0.321
vector	cor	cor($x, $y)	30000	2	0.000172090530395508	184320	Stats::LikeR	0.321
vector	cor	cor($x, $y)	30000	3	0.000170087814331055	184320	Stats::LikeR	0.321
vector	cor	cor($x, $y)	30000	4	0.000171553004871715	184320	Stats::LikeR	0.321
vector	cor	cor($x, $y)	30000	5	0.000172008167613636	184320	Stats::LikeR	0.321
vector	cor	cor($x, $y)	30000	6	0.000175213813781738	184320	Stats::LikeR	0.321
vector	cov	cov($x, $y)	30000	0	0.000187802314758301	286720	Stats::LikeR	0.321
vector	cov	cov($x, $y)	30000	1	0.000183820724487305	286720	Stats::LikeR	0.321
vector	cov	cov($x, $y)	30000	2	0.000182795524597168	286720	Stats::LikeR	0.321
vector	cov	cov($x, $y)	30000	3	0.000182914733886719	286720	Stats::LikeR	0.321
vector	cov	cov($x, $y)	30000	4	0.000181293487548828	286720	Stats::LikeR	0.321
vector	cov	cov($x, $y)	30000	5	0.000181984901428223	286720	Stats::LikeR	0.321
vector	cov	cov($x, $y)	30000	6	0.000182485580444336	286720	Stats::LikeR	0.321
vector	skew	skew($x)	30000	0	0.000294140407017299	0	Stats::LikeR	0.321
vector	skew	skew($x)	30000	1	0.000292846134730748	0	Stats::LikeR	0.321
vector	skew	skew($x)	30000	2	0.000291994639805385	0	Stats::LikeR	0.321
vector	skew	skew($x)	30000	3	0.000291722161429269	0	Stats::LikeR	0.321
vector	skew	skew($x)	30000	4	0.000292130878993443	0	Stats::LikeR	0.321
vector	skew	skew($x)	30000	5	0.00029444694519043	0	Stats::LikeR	0.321
vector	skew	skew($x)	30000	6	0.000292437417166574	0	Stats::LikeR	0.321
vector	kurtosis	kurtosis($x)	30000	0	0.000292573656354632	4096	Stats::LikeR	0.321
vector	kurtosis	kurtosis($x)	30000	1	0.000291858400617327	4096	Stats::LikeR	0.321
vector	kurtosis	kurtosis($x)	30000	2	0.000291143144880022	4096	Stats::LikeR	0.321
vector	kurtosis	kurtosis($x)	30000	3	0.000292743955339704	4096	Stats::LikeR	0.321
vector	kurtosis	kurtosis($x)	30000	4	0.000291722161429269	4096	Stats::LikeR	0.321
vector	kurtosis	kurtosis($x)	30000	5	0.000291722161429269	4096	Stats::LikeR	0.321
vector	kurtosis	kurtosis($x)	30000	6	0.000291585922241211	4096	Stats::LikeR	0.321
vector	sum	sum($x)	100000	0	7.69116661765359e-05	0	Stats::LikeR	0.321
vector	sum	sum($x)	100000	1	7.73484890277569e-05	0	Stats::LikeR	0.321
vector	sum	sum($x)	100000	2	7.73118092463567e-05	0	Stats::LikeR	0.321
vector	sum	sum($x)	100000	3	7.95992937954989e-05	0	Stats::LikeR	0.321
vector	sum	sum($x)	100000	4	8.0496072769165e-05	0	Stats::LikeR	0.321
vector	sum	sum($x)	100000	5	7.70458808312049e-05	0	Stats::LikeR	0.321
vector	sum	sum($x)	100000	6	7.70378112792969e-05	0	Stats::LikeR	0.321
vector	min	min($x)	100000	0	0.000110432505607605	0	Stats::LikeR	0.321
vector	min	min($x)	100000	1	0.000108053809718082	0	Stats::LikeR	0.321
vector	min	min($x)	100000	2	0.000108175807529026	0	Stats::LikeR	0.321
vector	min	min($x)	100000	3	0.000107263263903166	0	Stats::LikeR	0.321
vector	min	min($x)	100000	4	0.000107363650673314	0	Stats::LikeR	0.321
vector	min	min($x)	100000	5	0.000108480453491211	0	Stats::LikeR	0.321
vector	min	min($x)	100000	6	0.00010831732498972	0	Stats::LikeR	0.321
vector	max	max($x)	100000	0	0.000112250447273254	4096	Stats::LikeR	0.321
vector	max	max($x)	100000	1	0.000107890681216591	4096	Stats::LikeR	0.321
vector	max	max($x)	100000	2	0.00010889106326633	4096	Stats::LikeR	0.321
vector	max	max($x)	100000	3	0.000107526779174805	4096	Stats::LikeR	0.321
vector	max	max($x)	100000	4	0.000107940874601665	4096	Stats::LikeR	0.321
vector	max	max($x)	100000	5	0.000107426392404657	4096	Stats::LikeR	0.321
vector	max	max($x)	100000	6	0.000107627165944953	4096	Stats::LikeR	0.321
vector	sum	List::Util::sum(@$x)	100000	0	0.000500261783599854	802816	List::Util	1.70
vector	sum	List::Util::sum(@$x)	100000	1	0.000473594665527344	802816	List::Util	1.70
vector	sum	List::Util::sum(@$x)	100000	2	0.000477170944213867	802816	List::Util	1.70
vector	sum	List::Util::sum(@$x)	100000	3	0.000472021102905273	802816	List::Util	1.70
vector	sum	List::Util::sum(@$x)	100000	4	0.000476789474487305	802816	List::Util	1.70
vector	sum	List::Util::sum(@$x)	100000	5	0.000474357604980469	802816	List::Util	1.70
vector	sum	List::Util::sum(@$x)	100000	6	0.000474834442138672	802816	List::Util	1.70
vector	min	List::Util::min(@$x)	100000	0	0.000404596328735352	802816	List::Util	1.70
vector	min	List::Util::min(@$x)	100000	1	0.000419807434082031	802816	List::Util	1.70
vector	min	List::Util::min(@$x)	100000	2	0.000464630126953125	802816	List::Util	1.70
vector	min	List::Util::min(@$x)	100000	3	0.000432205200195312	802816	List::Util	1.70
vector	min	List::Util::min(@$x)	100000	4	0.000410795211791992	802816	List::Util	1.70
vector	min	List::Util::min(@$x)	100000	5	0.000413799285888672	802816	List::Util	1.70
vector	min	List::Util::min(@$x)	100000	6	0.000416421890258789	802816	List::Util	1.70
vector	max	List::Util::max(@$x)	100000	0	0.000426435470581055	802816	List::Util	1.70
vector	max	List::Util::max(@$x)	100000	1	0.000415182113647461	802816	List::Util	1.70
vector	max	List::Util::max(@$x)	100000	2	0.000405597686767578	802816	List::Util	1.70
vector	max	List::Util::max(@$x)	100000	3	0.000411558151245117	802816	List::Util	1.70
vector	max	List::Util::max(@$x)	100000	4	0.000410223007202148	802816	List::Util	1.70
vector	max	List::Util::max(@$x)	100000	5	0.000413990020751953	802816	List::Util	1.70
vector	max	List::Util::max(@$x)	100000	6	0.000401592254638672	802816	List::Util	1.70
vector	mean	mean($x)	100000	0	8.28653573989868e-05	4096	Stats::LikeR	0.321
vector	mean	mean($x)	100000	1	8.12790610573509e-05	4096	Stats::LikeR	0.321
vector	mean	mean($x)	100000	2	7.76377591219815e-05	4096	Stats::LikeR	0.321
vector	mean	mean($x)	100000	3	7.74164994557699e-05	4096	Stats::LikeR	0.321
vector	mean	mean($x)	100000	4	7.75623321533203e-05	4096	Stats::LikeR	0.321
vector	mean	mean($x)	100000	5	7.75146484375e-05	4096	Stats::LikeR	0.321
vector	mean	mean($x)	100000	6	7.74860382080078e-05	4096	Stats::LikeR	0.321
vector	median	median($x)	100000	0	0.000985026359558105	724992	Stats::LikeR	0.321
vector	median	median($x)	100000	1	0.000977039337158203	724992	Stats::LikeR	0.321
vector	median	median($x)	100000	2	0.000978469848632812	724992	Stats::LikeR	0.321
vector	median	median($x)	100000	3	0.00097346305847168	724992	Stats::LikeR	0.321
vector	median	median($x)	100000	4	0.000971555709838867	724992	Stats::LikeR	0.321
vector	median	median($x)	100000	5	0.000967979431152344	724992	Stats::LikeR	0.321
vector	median	median($x)	100000	6	0.000963449478149414	724992	Stats::LikeR	0.321
vector	sd	sd($x)	100000	0	0.000171740849812826	0	Stats::LikeR	0.321
vector	sd	sd($x)	100000	1	0.000163830243624174	0	Stats::LikeR	0.321
vector	sd	sd($x)	100000	2	0.000159243742624919	0	Stats::LikeR	0.321
vector	sd	sd($x)	100000	3	0.000158456655649038	0	Stats::LikeR	0.321
vector	sd	sd($x)	100000	4	0.000160987560565655	0	Stats::LikeR	0.321
vector	sd	sd($x)	100000	5	0.000157912572224935	0	Stats::LikeR	0.321
vector	sd	sd($x)	100000	6	0.000157495339711507	0	Stats::LikeR	0.321
vector	var	var($x)	100000	0	0.000170012315114339	0	Stats::LikeR	0.321
vector	var	var($x)	100000	1	0.000161922894991361	0	Stats::LikeR	0.321
vector	var	var($x)	100000	2	0.000158250331878662	0	Stats::LikeR	0.321
vector	var	var($x)	100000	3	0.000163674354553223	0	Stats::LikeR	0.321
vector	var	var($x)	100000	4	0.000171244144439697	0	Stats::LikeR	0.321
vector	var	var($x)	100000	5	0.000167826811472575	0	Stats::LikeR	0.321
vector	var	var($x)	100000	6	0.000162454751821665	0	Stats::LikeR	0.321
vector	quantile	quantile(x => $x, probs => [.25,.5,.75])	100000	0	0.00172555446624756	765952	Stats::LikeR	0.321
vector	quantile	quantile(x => $x, probs => [.25,.5,.75])	100000	1	0.00167703628540039	765952	Stats::LikeR	0.321
vector	quantile	quantile(x => $x, probs => [.25,.5,.75])	100000	2	0.00167453289031982	765952	Stats::LikeR	0.321
vector	quantile	quantile(x => $x, probs => [.25,.5,.75])	100000	3	0.00167548656463623	765952	Stats::LikeR	0.321
vector	quantile	quantile(x => $x, probs => [.25,.5,.75])	100000	4	0.00168001651763916	765952	Stats::LikeR	0.321
vector	quantile	quantile(x => $x, probs => [.25,.5,.75])	100000	5	0.00167644023895264	765952	Stats::LikeR	0.321
vector	quantile	quantile(x => $x, probs => [.25,.5,.75])	100000	6	0.00168406963348389	765952	Stats::LikeR	0.321
vector	cor	cor($x, $y)	100000	0	0.00062863032023112	1527808	Stats::LikeR	0.321
vector	cor	cor($x, $y)	100000	1	0.000625371932983398	1527808	Stats::LikeR	0.321
vector	cor	cor($x, $y)	100000	2	0.000617742538452148	1527808	Stats::LikeR	0.321
vector	cor	cor($x, $y)	100000	3	0.000619471073150635	1527808	Stats::LikeR	0.321
vector	cor	cor($x, $y)	100000	4	0.000626802444458008	1527808	Stats::LikeR	0.321
vector	cor	cor($x, $y)	100000	5	0.000618040561676025	1527808	Stats::LikeR	0.321
vector	cor	cor($x, $y)	100000	6	0.000618517398834229	1527808	Stats::LikeR	0.321
vector	cov	cov($x, $y)	100000	0	0.000694036483764648	1474560	Stats::LikeR	0.321
vector	cov	cov($x, $y)	100000	1	0.000662644704182943	1474560	Stats::LikeR	0.321
vector	cov	cov($x, $y)	100000	2	0.000662326812744141	1474560	Stats::LikeR	0.321
vector	cov	cov($x, $y)	100000	3	0.000659306844075521	1474560	Stats::LikeR	0.321
vector	cov	cov($x, $y)	100000	4	0.000657002131144206	1474560	Stats::LikeR	0.321
vector	cov	cov($x, $y)	100000	5	0.000657002131144206	1474560	Stats::LikeR	0.321
vector	cov	cov($x, $y)	100000	6	0.000656604766845703	1474560	Stats::LikeR	0.321
vector	skew	skew($x)	100000	0	0.00097203254699707	4096	Stats::LikeR	0.321
vector	skew	skew($x)	100000	1	0.000969330469767253	4096	Stats::LikeR	0.321
vector	skew	skew($x)	100000	2	0.0009613037109375	4096	Stats::LikeR	0.321
vector	skew	skew($x)	100000	3	0.00096734364827474	4096	Stats::LikeR	0.321
vector	skew	skew($x)	100000	4	0.00096432367960612	4096	Stats::LikeR	0.321
vector	skew	skew($x)	100000	5	0.000966707865397135	4096	Stats::LikeR	0.321
vector	skew	skew($x)	100000	6	0.000969727834065755	4096	Stats::LikeR	0.321
vector	kurtosis	kurtosis($x)	100000	0	0.000978469848632812	4096	Stats::LikeR	0.321
vector	kurtosis	kurtosis($x)	100000	1	0.00097497304280599	4096	Stats::LikeR	0.321
vector	kurtosis	kurtosis($x)	100000	2	0.000976959864298503	4096	Stats::LikeR	0.321
vector	kurtosis	kurtosis($x)	100000	3	0.000977039337158203	4096	Stats::LikeR	0.321
vector	kurtosis	kurtosis($x)	100000	4	0.000969966252644857	4096	Stats::LikeR	0.321
vector	kurtosis	kurtosis($x)	100000	5	0.000974655151367188	4096	Stats::LikeR	0.321
vector	kurtosis	kurtosis($x)	100000	6	0.000970681508382161	4096	Stats::LikeR	0.321
vector	sum	sum($x)	300000	0	0.000234603881835938	0	Stats::LikeR	0.321
vector	sum	sum($x)	300000	1	0.000232564078436957	0	Stats::LikeR	0.321
vector	sum	sum($x)	300000	2	0.000233381986618042	0	Stats::LikeR	0.321
vector	sum	sum($x)	300000	3	0.000232325659857856	0	Stats::LikeR	0.321
vector	sum	sum($x)	300000	4	0.000232113732231988	0	Stats::LikeR	0.321
vector	sum	sum($x)	300000	5	0.000233888626098633	0	Stats::LikeR	0.321
vector	sum	sum($x)	300000	6	0.000234895282321506	0	Stats::LikeR	0.321
vector	min	min($x)	300000	0	0.00034332275390625	0	Stats::LikeR	0.321
vector	min	min($x)	300000	1	0.000329136848449707	0	Stats::LikeR	0.321
vector	min	min($x)	300000	2	0.000322500864664714	0	Stats::LikeR	0.321
vector	min	min($x)	300000	3	0.000322818756103516	0	Stats::LikeR	0.321
vector	min	min($x)	300000	4	0.000325322151184082	0	Stats::LikeR	0.321
vector	min	min($x)	300000	5	0.000324328740437826	0	Stats::LikeR	0.321
vector	min	min($x)	300000	6	0.000325322151184082	0	Stats::LikeR	0.321
vector	max	max($x)	300000	0	0.000345468521118164	4096	Stats::LikeR	0.321
vector	max	max($x)	300000	1	0.00033263365427653	4096	Stats::LikeR	0.321
vector	max	max($x)	300000	2	0.000325577599661691	4096	Stats::LikeR	0.321
vector	max	max($x)	300000	3	0.000325393676757812	4096	Stats::LikeR	0.321
vector	max	max($x)	300000	4	0.000326315561930339	4096	Stats::LikeR	0.321
vector	max	max($x)	300000	5	0.000324686368306478	4096	Stats::LikeR	0.321
vector	max	max($x)	300000	6	0.000322659810384115	4096	Stats::LikeR	0.321
vector	sum	List::Util::sum(@$x)	300000	0	0.00143051147460938	2404352	List::Util	1.70
vector	sum	List::Util::sum(@$x)	300000	1	0.00146698951721191	2404352	List::Util	1.70
vector	sum	List::Util::sum(@$x)	300000	2	0.00142097473144531	2404352	List::Util	1.70
vector	sum	List::Util::sum(@$x)	300000	3	0.00146305561065674	2404352	List::Util	1.70
vector	sum	List::Util::sum(@$x)	300000	4	0.00137007236480713	2404352	List::Util	1.70
vector	sum	List::Util::sum(@$x)	300000	5	0.00140154361724854	2404352	List::Util	1.70
vector	sum	List::Util::sum(@$x)	300000	6	0.00138604640960693	2404352	List::Util	1.70
vector	min	List::Util::min(@$x)	300000	0	0.00129294395446777	2404352	List::Util	1.70
vector	min	List::Util::min(@$x)	300000	1	0.00127756595611572	2404352	List::Util	1.70
vector	min	List::Util::min(@$x)	300000	2	0.0012359619140625	2404352	List::Util	1.70
vector	min	List::Util::min(@$x)	300000	3	0.00125253200531006	2404352	List::Util	1.70
vector	min	List::Util::min(@$x)	300000	4	0.00128602981567383	2404352	List::Util	1.70
vector	min	List::Util::min(@$x)	300000	5	0.0012660026550293	2404352	List::Util	1.70
vector	min	List::Util::min(@$x)	300000	6	0.00121605396270752	2404352	List::Util	1.70
vector	max	List::Util::max(@$x)	300000	0	0.00125348567962646	2400256	List::Util	1.70
vector	max	List::Util::max(@$x)	300000	1	0.00123298168182373	2400256	List::Util	1.70
vector	max	List::Util::max(@$x)	300000	2	0.00125503540039062	2400256	List::Util	1.70
vector	max	List::Util::max(@$x)	300000	3	0.00127792358398438	2400256	List::Util	1.70
vector	max	List::Util::max(@$x)	300000	4	0.00125551223754883	2400256	List::Util	1.70
vector	max	List::Util::max(@$x)	300000	5	0.00125300884246826	2400256	List::Util	1.70
vector	max	List::Util::max(@$x)	300000	6	0.00119698047637939	2400256	List::Util	1.70
vector	mean	mean($x)	300000	0	0.000309765338897705	0	Stats::LikeR	0.321
vector	mean	mean($x)	300000	1	0.000241994857788086	0	Stats::LikeR	0.321
vector	mean	mean($x)	300000	2	0.000233332316080729	0	Stats::LikeR	0.321
vector	mean	mean($x)	300000	3	0.000233570734659831	0	Stats::LikeR	0.321
vector	mean	mean($x)	300000	4	0.000234991312026978	0	Stats::LikeR	0.321
vector	mean	mean($x)	300000	5	0.000232776006062826	0	Stats::LikeR	0.321
vector	mean	mean($x)	300000	6	0.000232325659857856	0	Stats::LikeR	0.321
vector	median	median($x)	300000	0	0.00350689888000488	2318336	Stats::LikeR	0.321
vector	median	median($x)	300000	1	0.00346183776855469	2318336	Stats::LikeR	0.321
vector	median	median($x)	300000	2	0.00346088409423828	2318336	Stats::LikeR	0.321
vector	median	median($x)	300000	3	0.0034630298614502	2318336	Stats::LikeR	0.321
vector	median	median($x)	300000	4	0.00345993041992188	2318336	Stats::LikeR	0.321
vector	median	median($x)	300000	5	0.00344419479370117	2318336	Stats::LikeR	0.321
vector	median	median($x)	300000	6	0.0034480094909668	2318336	Stats::LikeR	0.321
vector	sd	sd($x)	300000	0	0.000518321990966797	0	Stats::LikeR	0.321
vector	sd	sd($x)	300000	1	0.000506281852722168	0	Stats::LikeR	0.321
vector	sd	sd($x)	300000	2	0.000486493110656738	0	Stats::LikeR	0.321
vector	sd	sd($x)	300000	3	0.000482034683227539	0	Stats::LikeR	0.321
vector	sd	sd($x)	300000	4	0.000481176376342773	0	Stats::LikeR	0.321
vector	sd	sd($x)	300000	5	0.000478172302246094	0	Stats::LikeR	0.321
vector	sd	sd($x)	300000	6	0.000479793548583984	0	Stats::LikeR	0.321
vector	var	var($x)	300000	0	0.000503937403361003	0	Stats::LikeR	0.321
vector	var	var($x)	300000	1	0.000484800338745117	0	Stats::LikeR	0.321
vector	var	var($x)	300000	2	0.00048222541809082	0	Stats::LikeR	0.321
vector	var	var($x)	300000	3	0.000486040115356445	0	Stats::LikeR	0.321
vector	var	var($x)	300000	4	0.000478601455688477	0	Stats::LikeR	0.321
vector	var	var($x)	300000	5	0.000479602813720703	0	Stats::LikeR	0.321
vector	var	var($x)	300000	6	0.000478982925415039	0	Stats::LikeR	0.321
vector	quantile	quantile(x => $x, probs => [.25,.5,.75])	300000	0	0.00491714477539062	2396160	Stats::LikeR	0.321
vector	quantile	quantile(x => $x, probs => [.25,.5,.75])	300000	1	0.00486898422241211	2396160	Stats::LikeR	0.321
vector	quantile	quantile(x => $x, probs => [.25,.5,.75])	300000	2	0.00487112998962402	2396160	Stats::LikeR	0.321
vector	quantile	quantile(x => $x, probs => [.25,.5,.75])	300000	3	0.00489497184753418	2396160	Stats::LikeR	0.321
vector	quantile	quantile(x => $x, probs => [.25,.5,.75])	300000	4	0.00487899780273438	2396160	Stats::LikeR	0.321
vector	quantile	quantile(x => $x, probs => [.25,.5,.75])	300000	5	0.00487709045410156	2396160	Stats::LikeR	0.321
vector	quantile	quantile(x => $x, probs => [.25,.5,.75])	300000	6	0.0049288272857666	2396160	Stats::LikeR	0.321
vector	cor	cor($x, $y)	300000	0	0.00234389305114746	4608000	Stats::LikeR	0.321
vector	cor	cor($x, $y)	300000	1	0.00231599807739258	4608000	Stats::LikeR	0.321
vector	cor	cor($x, $y)	300000	2	0.0022130012512207	4608000	Stats::LikeR	0.321
vector	cor	cor($x, $y)	300000	3	0.00214290618896484	4608000	Stats::LikeR	0.321
vector	cor	cor($x, $y)	300000	4	0.00213909149169922	4608000	Stats::LikeR	0.321
vector	cor	cor($x, $y)	300000	5	0.0021660327911377	4608000	Stats::LikeR	0.321
vector	cor	cor($x, $y)	300000	6	0.00220608711242676	4608000	Stats::LikeR	0.321
vector	cov	cov($x, $y)	300000	0	0.00244402885437012	4567040	Stats::LikeR	0.321
vector	cov	cov($x, $y)	300000	1	0.00237417221069336	4567040	Stats::LikeR	0.321
vector	cov	cov($x, $y)	300000	2	0.0022578239440918	4567040	Stats::LikeR	0.321
vector	cov	cov($x, $y)	300000	3	0.00229978561401367	4567040	Stats::LikeR	0.321
vector	cov	cov($x, $y)	300000	4	0.00228691101074219	4567040	Stats::LikeR	0.321
vector	cov	cov($x, $y)	300000	5	0.00230288505554199	4567040	Stats::LikeR	0.321
vector	cov	cov($x, $y)	300000	6	0.0022590160369873	4567040	Stats::LikeR	0.321
vector	skew	skew($x)	300000	0	0.00292515754699707	0	Stats::LikeR	0.321
vector	skew	skew($x)	300000	1	0.00291800498962402	0	Stats::LikeR	0.321
vector	skew	skew($x)	300000	2	0.00291681289672852	0	Stats::LikeR	0.321
vector	skew	skew($x)	300000	3	0.00290393829345703	0	Stats::LikeR	0.321
vector	skew	skew($x)	300000	4	0.00288295745849609	0	Stats::LikeR	0.321
vector	skew	skew($x)	300000	5	0.00289416313171387	0	Stats::LikeR	0.321
