figure	function	call	n	run	seconds	bytes	language	version
vector	skew	skew($x)	300000	6	0.00291013717651367	0	Stats::LikeR	0.321
vector	kurtosis	kurtosis($x)	300000	0	0.00290489196777344	0	Stats::LikeR	0.321
vector	kurtosis	kurtosis($x)	300000	1	0.00291109085083008	0	Stats::LikeR	0.321
vector	kurtosis	kurtosis($x)	300000	2	0.00290703773498535	0	Stats::LikeR	0.321
vector	kurtosis	kurtosis($x)	300000	3	0.00290393829345703	0	Stats::LikeR	0.321
vector	kurtosis	kurtosis($x)	300000	4	0.00291609764099121	0	Stats::LikeR	0.321
vector	kurtosis	kurtosis($x)	300000	5	0.00289511680603027	0	Stats::LikeR	0.321
vector	kurtosis	kurtosis($x)	300000	6	0.00292205810546875	0	Stats::LikeR	0.321
vector	sum	sum($x)	1000000	0	0.00140202045440674	4096	Stats::LikeR	0.321
vector	sum	sum($x)	1000000	1	0.00135302543640137	4096	Stats::LikeR	0.321
vector	sum	sum($x)	1000000	2	0.00137150287628174	4096	Stats::LikeR	0.321
vector	sum	sum($x)	1000000	3	0.00136196613311768	4096	Stats::LikeR	0.321
vector	sum	sum($x)	1000000	4	0.00134110450744629	4096	Stats::LikeR	0.321
vector	sum	sum($x)	1000000	5	0.0013585090637207	4096	Stats::LikeR	0.321
vector	sum	sum($x)	1000000	6	0.00136208534240723	4096	Stats::LikeR	0.321
vector	min	min($x)	1000000	0	0.00161051750183105	0	Stats::LikeR	0.321
vector	min	min($x)	1000000	1	0.00154650211334229	0	Stats::LikeR	0.321
vector	min	min($x)	1000000	2	0.00151145458221436	0	Stats::LikeR	0.321
vector	min	min($x)	1000000	3	0.00153398513793945	0	Stats::LikeR	0.321
vector	min	min($x)	1000000	4	0.00152409076690674	0	Stats::LikeR	0.321
vector	min	min($x)	1000000	5	0.00151598453521729	0	Stats::LikeR	0.321
vector	min	min($x)	1000000	6	0.00156247615814209	0	Stats::LikeR	0.321
vector	max	max($x)	1000000	0	0.00161051750183105	4096	Stats::LikeR	0.321
vector	max	max($x)	1000000	1	0.00153100490570068	4096	Stats::LikeR	0.321
vector	max	max($x)	1000000	2	0.00155103206634521	4096	Stats::LikeR	0.321
vector	max	max($x)	1000000	3	0.00154244899749756	4096	Stats::LikeR	0.321
vector	max	max($x)	1000000	4	0.00150799751281738	4096	Stats::LikeR	0.321
vector	max	max($x)	1000000	5	0.00151252746582031	4096	Stats::LikeR	0.321
vector	max	max($x)	1000000	6	0.00152850151062012	4096	Stats::LikeR	0.321
vector	sum	List::Util::sum(@$x)	1000000	0	0.0056610107421875	8003584	List::Util	1.70
vector	sum	List::Util::sum(@$x)	1000000	1	0.00566220283508301	8003584	List::Util	1.70
vector	sum	List::Util::sum(@$x)	1000000	2	0.00559782981872559	8003584	List::Util	1.70
vector	sum	List::Util::sum(@$x)	1000000	3	0.00539302825927734	8003584	List::Util	1.70
vector	sum	List::Util::sum(@$x)	1000000	4	0.00553607940673828	8003584	List::Util	1.70
vector	sum	List::Util::sum(@$x)	1000000	5	0.00551795959472656	8003584	List::Util	1.70
vector	sum	List::Util::sum(@$x)	1000000	6	0.0055549144744873	8003584	List::Util	1.70
vector	min	List::Util::min(@$x)	1000000	0	0.00526094436645508	8007680	List::Util	1.70
vector	min	List::Util::min(@$x)	1000000	1	0.00538396835327148	8007680	List::Util	1.70
vector	min	List::Util::min(@$x)	1000000	2	0.0052039623260498	8007680	List::Util	1.70
vector	min	List::Util::min(@$x)	1000000	3	0.00518584251403809	8007680	List::Util	1.70
vector	min	List::Util::min(@$x)	1000000	4	0.00506114959716797	8007680	List::Util	1.70
vector	min	List::Util::min(@$x)	1000000	5	0.00513410568237305	8007680	List::Util	1.70
vector	min	List::Util::min(@$x)	1000000	6	0.00535488128662109	8007680	List::Util	1.70
vector	max	List::Util::max(@$x)	1000000	0	0.00524187088012695	8007680	List::Util	1.70
vector	max	List::Util::max(@$x)	1000000	1	0.00519394874572754	8007680	List::Util	1.70
vector	max	List::Util::max(@$x)	1000000	2	0.00519704818725586	8007680	List::Util	1.70
vector	max	List::Util::max(@$x)	1000000	3	0.00531888008117676	8007680	List::Util	1.70
vector	max	List::Util::max(@$x)	1000000	4	0.00507187843322754	8007680	List::Util	1.70
vector	max	List::Util::max(@$x)	1000000	5	0.0051119327545166	8007680	List::Util	1.70
vector	max	List::Util::max(@$x)	1000000	6	0.00525903701782227	8007680	List::Util	1.70
vector	mean	mean($x)	1000000	0	0.00141644477844238	0	Stats::LikeR	0.321
vector	mean	mean($x)	1000000	1	0.00138199329376221	0	Stats::LikeR	0.321
vector	mean	mean($x)	1000000	2	0.00135993957519531	0	Stats::LikeR	0.321
vector	mean	mean($x)	1000000	3	0.00139355659484863	0	Stats::LikeR	0.321
vector	mean	mean($x)	1000000	4	0.00135946273803711	0	Stats::LikeR	0.321
vector	mean	mean($x)	1000000	5	0.00136101245880127	0	Stats::LikeR	0.321
vector	mean	mean($x)	1000000	6	0.0013200044631958	0	Stats::LikeR	0.321
vector	median	median($x)	1000000	0	0.01055908203125	7831552	Stats::LikeR	0.321
vector	median	median($x)	1000000	1	0.0105152130126953	7831552	Stats::LikeR	0.321
vector	median	median($x)	1000000	2	0.0107629299163818	7831552	Stats::LikeR	0.321
vector	median	median($x)	1000000	3	0.0105018615722656	7831552	Stats::LikeR	0.321
vector	median	median($x)	1000000	4	0.0106298923492432	7831552	Stats::LikeR	0.321
vector	median	median($x)	1000000	5	0.0105049610137939	7831552	Stats::LikeR	0.321
vector	median	median($x)	1000000	6	0.0108180046081543	7831552	Stats::LikeR	0.321
vector	sd	sd($x)	1000000	0	0.00281095504760742	0	Stats::LikeR	0.321
vector	sd	sd($x)	1000000	1	0.00260186195373535	0	Stats::LikeR	0.321
vector	sd	sd($x)	1000000	2	0.00265622138977051	0	Stats::LikeR	0.321
vector	sd	sd($x)	1000000	3	0.00260114669799805	0	Stats::LikeR	0.321
vector	sd	sd($x)	1000000	4	0.00259494781494141	0	Stats::LikeR	0.321
vector	sd	sd($x)	1000000	5	0.00275301933288574	0	Stats::LikeR	0.321
vector	sd	sd($x)	1000000	6	0.00282502174377441	0	Stats::LikeR	0.321
vector	var	var($x)	1000000	0	0.00262808799743652	4096	Stats::LikeR	0.321
vector	var	var($x)	1000000	1	0.00268006324768066	4096	Stats::LikeR	0.321
vector	var	var($x)	1000000	2	0.00265002250671387	4096	Stats::LikeR	0.321
vector	var	var($x)	1000000	3	0.00264906883239746	4096	Stats::LikeR	0.321
vector	var	var($x)	1000000	4	0.00266504287719727	4096	Stats::LikeR	0.321
vector	var	var($x)	1000000	5	0.00240397453308105	4096	Stats::LikeR	0.321
vector	var	var($x)	1000000	6	0.00242400169372559	4096	Stats::LikeR	0.321
vector	quantile	quantile(x => $x, probs => [.25,.5,.75])	1000000	0	0.0154750347137451	7770112	Stats::LikeR	0.321
vector	quantile	quantile(x => $x, probs => [.25,.5,.75])	1000000	1	0.0154628753662109	7770112	Stats::LikeR	0.321
vector	quantile	quantile(x => $x, probs => [.25,.5,.75])	1000000	2	0.0151481628417969	7770112	Stats::LikeR	0.321
vector	quantile	quantile(x => $x, probs => [.25,.5,.75])	1000000	3	0.0151510238647461	7770112	Stats::LikeR	0.321
vector	quantile	quantile(x => $x, probs => [.25,.5,.75])	1000000	4	0.0150699615478516	7770112	Stats::LikeR	0.321
vector	quantile	quantile(x => $x, probs => [.25,.5,.75])	1000000	5	0.0155320167541504	7770112	Stats::LikeR	0.321
vector	quantile	quantile(x => $x, probs => [.25,.5,.75])	1000000	6	0.015430212020874	7770112	Stats::LikeR	0.321
vector	cor	cor($x, $y)	1000000	0	0.00836801528930664	15839232	Stats::LikeR	0.321
vector	cor	cor($x, $y)	1000000	1	0.00836300849914551	15839232	Stats::LikeR	0.321
vector	cor	cor($x, $y)	1000000	2	0.00891399383544922	15839232	Stats::LikeR	0.321
vector	cor	cor($x, $y)	1000000	3	0.00815582275390625	15839232	Stats::LikeR	0.321
vector	cor	cor($x, $y)	1000000	4	0.00813889503479004	15839232	Stats::LikeR	0.321
vector	cor	cor($x, $y)	1000000	5	0.0081939697265625	15839232	Stats::LikeR	0.321
vector	cor	cor($x, $y)	1000000	6	0.0082399845123291	15839232	Stats::LikeR	0.321
vector	cov	cov($x, $y)	1000000	0	0.00876498222351074	15859712	Stats::LikeR	0.321
vector	cov	cov($x, $y)	1000000	1	0.00874090194702148	15859712	Stats::LikeR	0.321
vector	cov	cov($x, $y)	1000000	2	0.00854182243347168	15859712	Stats::LikeR	0.321
vector	cov	cov($x, $y)	1000000	3	0.00855493545532227	15859712	Stats::LikeR	0.321
vector	cov	cov($x, $y)	1000000	4	0.00863790512084961	15859712	Stats::LikeR	0.321
vector	cov	cov($x, $y)	1000000	5	0.0087130069732666	15859712	Stats::LikeR	0.321
vector	cov	cov($x, $y)	1000000	6	0.00868511199951172	15859712	Stats::LikeR	0.321
vector	skew	skew($x)	1000000	0	0.00970005989074707	4096	Stats::LikeR	0.321
vector	skew	skew($x)	1000000	1	0.00964999198913574	4096	Stats::LikeR	0.321
vector	skew	skew($x)	1000000	2	0.00968694686889648	4096	Stats::LikeR	0.321
vector	skew	skew($x)	1000000	3	0.00968599319458008	4096	Stats::LikeR	0.321
vector	skew	skew($x)	1000000	4	0.00968503952026367	4096	Stats::LikeR	0.321
vector	skew	skew($x)	1000000	5	0.00975584983825684	4096	Stats::LikeR	0.321
vector	skew	skew($x)	1000000	6	0.00977396965026855	4096	Stats::LikeR	0.321
vector	kurtosis	kurtosis($x)	1000000	0	0.00977301597595215	0	Stats::LikeR	0.321
vector	kurtosis	kurtosis($x)	1000000	1	0.00972700119018555	0	Stats::LikeR	0.321
vector	kurtosis	kurtosis($x)	1000000	2	0.00974178314208984	0	Stats::LikeR	0.321
vector	kurtosis	kurtosis($x)	1000000	3	0.00974011421203613	0	Stats::LikeR	0.321
vector	kurtosis	kurtosis($x)	1000000	4	0.0097649097442627	0	Stats::LikeR	0.321
vector	kurtosis	kurtosis($x)	1000000	5	0.00972104072570801	0	Stats::LikeR	0.321
vector	kurtosis	kurtosis($x)	1000000	6	0.00977087020874023	0	Stats::LikeR	0.321
transform	rank	rank($x)	1000	0	3.25366854667664e-05	69632	Stats::LikeR	0.321
transform	rank	rank($x)	1000	1	2.95149974333934e-05	69632	Stats::LikeR	0.321
transform	rank	rank($x)	1000	2	3.07023525238037e-05	69632	Stats::LikeR	0.321
transform	rank	rank($x)	1000	3	2.61710240290715e-05	69632	Stats::LikeR	0.321
transform	rank	rank($x)	1000	4	3.08215618133545e-05	69632	Stats::LikeR	0.321
transform	rank	rank($x)	1000	5	2.69599989348767e-05	69632	Stats::LikeR	0.321
transform	rank	rank($x)	1000	6	2.92440740073599e-05	69632	Stats::LikeR	0.321
transform	uniq	uniq($x)	1000	0	7.61559135035465e-05	139264	Stats::LikeR	0.321
transform	uniq	uniq($x)	1000	1	7.2479248046875e-05	139264	Stats::LikeR	0.321
transform	uniq	uniq($x)	1000	2	7.21045902797154e-05	139264	Stats::LikeR	0.321
transform	uniq	uniq($x)	1000	3	7.31403177434748e-05	139264	Stats::LikeR	0.321
transform	uniq	uniq($x)	1000	4	7.18615271828391e-05	139264	Stats::LikeR	0.321
transform	uniq	uniq($x)	1000	5	7.16339458118785e-05	139264	Stats::LikeR	0.321
transform	uniq	uniq($x)	1000	6	7.34329223632812e-05	139264	Stats::LikeR	0.321
transform	scale	scale($x)	1000	0	1.40076009636251e-05	61440	Stats::LikeR	0.321
transform	scale	scale($x)	1000	1	1.40156064714704e-05	61440	Stats::LikeR	0.321
transform	scale	scale($x)	1000	2	1.4185905456543e-05	61440	Stats::LikeR	0.321
transform	scale	scale($x)	1000	3	1.40595791944817e-05	61440	Stats::LikeR	0.321
transform	scale	scale($x)	1000	4	1.40950793311709e-05	61440	Stats::LikeR	0.321
transform	scale	scale($x)	1000	5	1.39777622525654e-05	61440	Stats::LikeR	0.321
transform	scale	scale($x)	1000	6	1.40964984893799e-05	61440	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	1000	0	1.40686266818027e-06	4096	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	1000	1	1.57740093975244e-06	4096	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	1000	2	1.51566096714565e-06	4096	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	1000	3	1.41501057627769e-06	4096	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	1000	4	1.39950967794601e-06	4096	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	1000	5	1.38282775878906e-06	4096	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	1000	6	1.42003434519548e-06	4096	Stats::LikeR	0.321
transform	seq	seq(1, n)	1000	0	9.42079095892567e-06	57344	Stats::LikeR	0.321
transform	seq	seq(1, n)	1000	1	9.01460647583008e-06	57344	Stats::LikeR	0.321
transform	seq	seq(1, n)	1000	2	9.01579856872559e-06	57344	Stats::LikeR	0.321
transform	seq	seq(1, n)	1000	3	8.99997565264259e-06	57344	Stats::LikeR	0.321
transform	seq	seq(1, n)	1000	4	9.23514366149902e-06	57344	Stats::LikeR	0.321
transform	seq	seq(1, n)	1000	5	8.94904136657715e-06	57344	Stats::LikeR	0.321
transform	seq	seq(1, n)	1000	6	9.20712622137018e-06	57344	Stats::LikeR	0.321
transform	auc	auc($y, $label)	1000	0	6.02765516801314e-05	114688	Stats::LikeR	0.321
transform	auc	auc($y, $label)	1000	1	5.68771362304688e-05	114688	Stats::LikeR	0.321
transform	auc	auc($y, $label)	1000	2	5.10709039096175e-05	114688	Stats::LikeR	0.321
transform	auc	auc($y, $label)	1000	3	5.34241016094501e-05	114688	Stats::LikeR	0.321
transform	auc	auc($y, $label)	1000	4	5.63493141761193e-05	114688	Stats::LikeR	0.321
transform	auc	auc($y, $label)	1000	5	5.43044163630559e-05	114688	Stats::LikeR	0.321
transform	auc	auc($y, $label)	1000	6	5.23924827575684e-05	114688	Stats::LikeR	0.321
transform	rank	rank($x)	3000	0	0.000169992446899414	229376	Stats::LikeR	0.321
transform	rank	rank($x)	3000	1	0.000157097975413005	229376	Stats::LikeR	0.321
transform	rank	rank($x)	3000	2	0.000165243943532308	229376	Stats::LikeR	0.321
transform	rank	rank($x)	3000	3	0.000161907889626243	229376	Stats::LikeR	0.321
transform	rank	rank($x)	3000	4	0.000158548355102539	229376	Stats::LikeR	0.321
transform	rank	rank($x)	3000	5	0.000156727704134854	229376	Stats::LikeR	0.321
transform	rank	rank($x)	3000	6	0.000157316525777181	229376	Stats::LikeR	0.321
transform	uniq	uniq($x)	3000	0	0.000247410365513393	335872	Stats::LikeR	0.321
transform	uniq	uniq($x)	3000	1	0.000241756439208984	335872	Stats::LikeR	0.321
transform	uniq	uniq($x)	3000	2	0.000241488218307495	335872	Stats::LikeR	0.321
transform	uniq	uniq($x)	3000	3	0.000245988368988037	335872	Stats::LikeR	0.321
transform	uniq	uniq($x)	3000	4	0.000241249799728394	335872	Stats::LikeR	0.321
transform	uniq	uniq($x)	3000	5	0.00023961067199707	335872	Stats::LikeR	0.321
transform	uniq	uniq($x)	3000	6	0.00024038553237915	335872	Stats::LikeR	0.321
transform	scale	scale($x)	3000	0	4.30848863389757e-05	196608	Stats::LikeR	0.321
transform	scale	scale($x)	3000	1	4.27212826041288e-05	196608	Stats::LikeR	0.321
transform	scale	scale($x)	3000	2	4.2718389759893e-05	196608	Stats::LikeR	0.321
transform	scale	scale($x)	3000	3	4.23802269829644e-05	196608	Stats::LikeR	0.321
transform	scale	scale($x)	3000	4	4.26048456236374e-05	196608	Stats::LikeR	0.321
transform	scale	scale($x)	3000	5	4.26389954306863e-05	196608	Stats::LikeR	0.321
transform	scale	scale($x)	3000	6	4.26363437733752e-05	196608	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	3000	0	3.69364263103473e-06	24576	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	3000	1	3.83385590144566e-06	24576	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	3000	2	3.6323070526123e-06	24576	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	3000	3	3.69250774383545e-06	24576	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	3000	4	3.62743732900272e-06	24576	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	3000	5	3.61740589141846e-06	24576	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	3000	6	3.61885343279157e-06	24576	Stats::LikeR	0.321
transform	seq	seq(1, n)	3000	0	2.74259535992732e-05	176128	Stats::LikeR	0.321
transform	seq	seq(1, n)	3000	1	2.75356182153674e-05	176128	Stats::LikeR	0.321
transform	seq	seq(1, n)	3000	2	2.78438840593611e-05	176128	Stats::LikeR	0.321
transform	seq	seq(1, n)	3000	3	4.85152733035204e-05	176128	Stats::LikeR	0.321
transform	seq	seq(1, n)	3000	4	2.73490297621575e-05	176128	Stats::LikeR	0.321
transform	seq	seq(1, n)	3000	5	2.74998801095145e-05	176128	Stats::LikeR	0.321
transform	seq	seq(1, n)	3000	6	2.77844028196473e-05	176128	Stats::LikeR	0.321
transform	auc	auc($y, $label)	3000	0	0.000288452420915876	327680	Stats::LikeR	0.321
transform	auc	auc($y, $label)	3000	1	0.00028470584324428	327680	Stats::LikeR	0.321
transform	auc	auc($y, $label)	3000	2	0.000286408833095006	327680	Stats::LikeR	0.321
transform	auc	auc($y, $label)	3000	3	0.000288724899291992	327680	Stats::LikeR	0.321
transform	auc	auc($y, $label)	3000	4	0.000284160886492048	327680	Stats::LikeR	0.321
transform	auc	auc($y, $label)	3000	5	0.000286272593906948	327680	Stats::LikeR	0.321
transform	auc	auc($y, $label)	3000	6	0.000283173152378627	327680	Stats::LikeR	0.321
transform	rank	rank($x)	10000	0	0.000629981358846029	753664	Stats::LikeR	0.321
transform	rank	rank($x)	10000	1	0.000626325607299805	753664	Stats::LikeR	0.321
transform	rank	rank($x)	10000	2	0.000629027684529622	753664	Stats::LikeR	0.321
transform	rank	rank($x)	10000	3	0.000635703404744466	753664	Stats::LikeR	0.321
transform	rank	rank($x)	10000	4	0.000630060831705729	753664	Stats::LikeR	0.321
transform	rank	rank($x)	10000	5	0.000626007715861003	753664	Stats::LikeR	0.321
transform	rank	rank($x)	10000	6	0.000630060831705729	753664	Stats::LikeR	0.321
transform	uniq	uniq($x)	10000	0	0.000841061274210612	962560	Stats::LikeR	0.321
transform	uniq	uniq($x)	10000	1	0.000829378763834635	962560	Stats::LikeR	0.321
transform	uniq	uniq($x)	10000	2	0.000828027725219727	962560	Stats::LikeR	0.321
transform	uniq	uniq($x)	10000	3	0.000829060872395833	962560	Stats::LikeR	0.321
transform	uniq	uniq($x)	10000	4	0.000830968221028646	962560	Stats::LikeR	0.321
transform	uniq	uniq($x)	10000	5	0.000828027725219727	962560	Stats::LikeR	0.321
transform	uniq	uniq($x)	10000	6	0.000831286112467448	962560	Stats::LikeR	0.321
transform	scale	scale($x)	10000	0	0.000146354947771345	659456	Stats::LikeR	0.321
transform	scale	scale($x)	10000	1	0.000142489160810198	659456	Stats::LikeR	0.321
transform	scale	scale($x)	10000	2	0.000143068177359445	659456	Stats::LikeR	0.321
transform	scale	scale($x)	10000	3	0.000143425805228097	659456	Stats::LikeR	0.321
transform	scale	scale($x)	10000	4	0.00014284678867885	659456	Stats::LikeR	0.321
transform	scale	scale($x)	10000	5	0.00014235292162214	659456	Stats::LikeR	0.321
transform	scale	scale($x)	10000	6	0.000142216682434082	659456	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	10000	0	1.12517541196166e-05	81920	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	10000	1	1.10654269947725e-05	81920	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	10000	2	1.09345305199717e-05	81920	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	10000	3	1.1038936041539e-05	81920	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	10000	4	1.11507646965258e-05	81920	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	10000	5	1.1023608121005e-05	81920	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	10000	6	1.1048950515427e-05	81920	Stats::LikeR	0.321
transform	seq	seq(1, n)	10000	0	9.23247564406622e-05	581632	Stats::LikeR	0.321
transform	seq	seq(1, n)	10000	1	9.24088738181374e-05	581632	Stats::LikeR	0.321
transform	seq	seq(1, n)	10000	2	9.13576646284624e-05	581632	Stats::LikeR	0.321
transform	seq	seq(1, n)	10000	3	9.20512459494851e-05	581632	Stats::LikeR	0.321
transform	seq	seq(1, n)	10000	4	9.19537110762163e-05	581632	Stats::LikeR	0.321
transform	seq	seq(1, n)	10000	5	9.12818041714755e-05	581632	Stats::LikeR	0.321
transform	seq	seq(1, n)	10000	6	9.18128273703835e-05	581632	Stats::LikeR	0.321
transform	auc	auc($y, $label)	10000	0	0.00111746788024902	1118208	Stats::LikeR	0.321
transform	auc	auc($y, $label)	10000	1	0.00112593173980713	1118208	Stats::LikeR	0.321
transform	auc	auc($y, $label)	10000	2	0.00111496448516846	1118208	Stats::LikeR	0.321
transform	auc	auc($y, $label)	10000	3	0.00110399723052979	1118208	Stats::LikeR	0.321
transform	auc	auc($y, $label)	10000	4	0.00111353397369385	1118208	Stats::LikeR	0.321
transform	auc	auc($y, $label)	10000	5	0.00111591815948486	1118208	Stats::LikeR	0.321
transform	auc	auc($y, $label)	10000	6	0.0011214017868042	1118208	Stats::LikeR	0.321
transform	rank	rank($x)	30000	0	0.00209307670593262	1757184	Stats::LikeR	0.321
transform	rank	rank($x)	30000	1	0.00209784507751465	1757184	Stats::LikeR	0.321
transform	rank	rank($x)	30000	2	0.00209689140319824	1757184	Stats::LikeR	0.321
transform	rank	rank($x)	30000	3	0.00208091735839844	1757184	Stats::LikeR	0.321
transform	rank	rank($x)	30000	4	0.00209212303161621	1757184	Stats::LikeR	0.321
transform	rank	rank($x)	30000	5	0.00210809707641602	1757184	Stats::LikeR	0.321
transform	rank	rank($x)	30000	6	0.0021049976348877	1757184	Stats::LikeR	0.321
transform	uniq	uniq($x)	30000	0	0.00272297859191895	2727936	Stats::LikeR	0.321
transform	uniq	uniq($x)	30000	1	0.00270915031433105	2727936	Stats::LikeR	0.321
transform	uniq	uniq($x)	30000	2	0.00272107124328613	2727936	Stats::LikeR	0.321
transform	uniq	uniq($x)	30000	3	0.00269103050231934	2727936	Stats::LikeR	0.321
transform	uniq	uniq($x)	30000	4	0.00271296501159668	2727936	Stats::LikeR	0.321
transform	uniq	uniq($x)	30000	5	0.00269103050231934	2727936	Stats::LikeR	0.321
transform	uniq	uniq($x)	30000	6	0.00271201133728027	2727936	Stats::LikeR	0.321
transform	scale	scale($x)	30000	0	0.000449609756469727	1712128	Stats::LikeR	0.321
transform	scale	scale($x)	30000	1	0.00044560432434082	1712128	Stats::LikeR	0.321
transform	scale	scale($x)	30000	2	0.000447607040405273	1712128	Stats::LikeR	0.321
transform	scale	scale($x)	30000	3	0.00044097900390625	1712128	Stats::LikeR	0.321
transform	scale	scale($x)	30000	4	0.000443220138549805	1712128	Stats::LikeR	0.321
transform	scale	scale($x)	30000	5	0.000435829162597656	1712128	Stats::LikeR	0.321
transform	scale	scale($x)	30000	6	0.000443792343139648	1712128	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	30000	0	3.56381589716131e-05	73728	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	30000	1	3.54190205418786e-05	73728	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	30000	2	3.6266114976671e-05	73728	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	30000	3	3.62444897087253e-05	73728	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	30000	4	3.65753563082948e-05	73728	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	30000	5	3.58200073242188e-05	73728	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	30000	6	3.56578826904297e-05	73728	Stats::LikeR	0.321
transform	seq	seq(1, n)	30000	0	0.000284297125680106	1568768	Stats::LikeR	0.321
transform	seq	seq(1, n)	30000	1	0.000282645225524902	1568768	Stats::LikeR	0.321
transform	seq	seq(1, n)	30000	2	0.000283986330032349	1568768	Stats::LikeR	0.321
transform	seq	seq(1, n)	30000	3	0.000282764434814453	1568768	Stats::LikeR	0.321
transform	seq	seq(1, n)	30000	4	0.000283628702163696	1568768	Stats::LikeR	0.321
transform	seq	seq(1, n)	30000	5	0.000280857086181641	1568768	Stats::LikeR	0.321
transform	seq	seq(1, n)	30000	6	0.000281989574432373	1568768	Stats::LikeR	0.321
transform	auc	auc($y, $label)	30000	0	0.00373291969299316	3186688	Stats::LikeR	0.321
transform	auc	auc($y, $label)	30000	1	0.00371384620666504	3186688	Stats::LikeR	0.321
transform	auc	auc($y, $label)	30000	2	0.00371885299682617	3186688	Stats::LikeR	0.321
transform	auc	auc($y, $label)	30000	3	0.00373101234436035	3186688	Stats::LikeR	0.321
transform	auc	auc($y, $label)	30000	4	0.00373697280883789	3186688	Stats::LikeR	0.321
transform	auc	auc($y, $label)	30000	5	0.00371408462524414	3186688	Stats::LikeR	0.321
transform	auc	auc($y, $label)	30000	6	0.00372195243835449	3186688	Stats::LikeR	0.321
transform	rank	rank($x)	100000	0	0.00778102874755859	5828608	Stats::LikeR	0.321
transform	rank	rank($x)	100000	1	0.00776195526123047	5828608	Stats::LikeR	0.321
transform	rank	rank($x)	100000	2	0.00776481628417969	5828608	Stats::LikeR	0.321
transform	rank	rank($x)	100000	3	0.00777316093444824	5828608	Stats::LikeR	0.321
transform	rank	rank($x)	100000	4	0.00774908065795898	5828608	Stats::LikeR	0.321
transform	rank	rank($x)	100000	5	0.00779104232788086	5828608	Stats::LikeR	0.321
transform	rank	rank($x)	100000	6	0.00778698921203613	5828608	Stats::LikeR	0.321
transform	uniq	uniq($x)	100000	0	0.00984716415405273	9519104	Stats::LikeR	0.321
transform	uniq	uniq($x)	100000	1	0.00985813140869141	9519104	Stats::LikeR	0.321
transform	uniq	uniq($x)	100000	2	0.00986194610595703	9519104	Stats::LikeR	0.321
transform	uniq	uniq($x)	100000	3	0.00986886024475098	9519104	Stats::LikeR	0.321
transform	uniq	uniq($x)	100000	4	0.00981688499450684	9519104	Stats::LikeR	0.321
transform	uniq	uniq($x)	100000	5	0.00986003875732422	9519104	Stats::LikeR	0.321
transform	uniq	uniq($x)	100000	6	0.00992989540100098	9519104	Stats::LikeR	0.321
transform	scale	scale($x)	100000	0	0.0015099048614502	5644288	Stats::LikeR	0.321
transform	scale	scale($x)	100000	1	0.00149405002593994	5644288	Stats::LikeR	0.321
transform	scale	scale($x)	100000	2	0.00151395797729492	5644288	Stats::LikeR	0.321
transform	scale	scale($x)	100000	3	0.00149250030517578	5644288	Stats::LikeR	0.321
transform	scale	scale($x)	100000	4	0.00148749351501465	5644288	Stats::LikeR	0.321
transform	scale	scale($x)	100000	5	0.0014960765838623	5644288	Stats::LikeR	0.321
transform	scale	scale($x)	100000	6	0.00149345397949219	5644288	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	100000	0	0.000190761354234484	696320	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	100000	1	0.000156839688618978	696320	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	100000	2	0.000150533822866587	696320	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	100000	3	0.000145985529972957	696320	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	100000	4	0.000150387103740986	696320	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	100000	5	0.000146644456045968	696320	Stats::LikeR	0.321
transform	sample	sample($x, n/10)	100000	6	0.000145861080714634	696320	Stats::LikeR	0.321
transform	seq	seq(1, n)	100000	0	0.000989556312561035	5406720	Stats::LikeR	0.321
